CBSA,FIPS,NAME,LSAD
12740,,"Barre, VT",Micropolitan Statistical Area
12740,50023,"Washington County, VT",County or equivalent
12780,,"Bartlesville, OK",Micropolitan Statistical Area
12780,40147,"Washington County, OK",County or equivalent
12860,,"Batavia, NY",Micropolitan Statistical Area
12860,36037,"Genesee County, NY",County or equivalent
12900,,"Batesville, AR",Micropolitan Statistical Area
12900,5063,"Independence County, AR",County or equivalent
12900,5135,"Sharp County, AR",County or equivalent
13060,,"Bay City, TX",Micropolitan Statistical Area
13060,48321,"Matagorda County, TX",County or equivalent
13100,,"Beatrice, NE",Micropolitan Statistical Area
13100,31067,"Gage County, NE",County or equivalent
13180,,"Beaver Dam, WI",Micropolitan Statistical Area
13180,55027,"Dodge County, WI",County or equivalent
13260,,"Bedford, IN",Micropolitan Statistical Area
13260,18093,"Lawrence County, IN",County or equivalent
13300,,"Beeville, TX",Micropolitan Statistical Area
13300,48025,"Bee County, TX",County or equivalent
13340,,"Bellefontaine, OH",Micropolitan Statistical Area
13340,39091,"Logan County, OH",County or equivalent
13420,,"Bemidji, MN",Micropolitan Statistical Area
13420,27007,"Beltrami County, MN",County or equivalent
13500,,"Bennettsville, SC",Micropolitan Statistical Area
13500,45069,"Marlboro County, SC",County or equivalent
13540,,"Bennington, VT",Micropolitan Statistical Area
13540,50003,"Bennington County, VT",County or equivalent
13620,,"Berlin, NH",Micropolitan Statistical Area
13620,33007,"Coos County, NH",County or equivalent
13660,,"Big Rapids, MI",Micropolitan Statistical Area
13660,26107,"Mecosta County, MI",County or equivalent
13700,,"Big Spring, TX",Micropolitan Statistical Area
13700,48227,"Howard County, TX",County or equivalent
13720,,"Big Stone Gap, VA",Micropolitan Statistical Area
13720,51195,"Wise County, VA",County or equivalent
13720,51720,"Norton city, VA",County or equivalent
13940,,"Blackfoot, ID",Micropolitan Statistical Area
13940,16011,"Bingham County, ID",County or equivalent
14140,,"Bluefield, WV-VA",Micropolitan Statistical Area
14140,51021,"Bland County, VA",County or equivalent
14140,51185,"Tazewell County, VA",County or equivalent
14140,54055,"Mercer County, WV",County or equivalent
14180,,"Blytheville, AR",Micropolitan Statistical Area
14180,5093,"Mississippi County, AR",County or equivalent
14220,,"Bogalusa, LA",Micropolitan Statistical Area
14220,22117,"Washington Parish, LA",County or equivalent
14300,,"Bonham, TX",Micropolitan Statistical Area
14300,48147,"Fannin County, TX",County or equivalent
14380,,"Boone, NC",Micropolitan Statistical Area
14380,37189,"Watauga County, NC",County or equivalent
14420,,"Borger, TX",Micropolitan Statistical Area
14420,48233,"Hutchinson County, TX",County or equivalent
14580,,"Bozeman, MT",Micropolitan Statistical Area
14580,30031,"Gallatin County, MT",County or equivalent
14620,,"Bradford, PA",Micropolitan Statistical Area
14620,42083,"McKean County, PA",County or equivalent
14660,,"Brainerd, MN",Micropolitan Statistical Area
14660,27021,"Cass County, MN",County or equivalent
14660,27035,"Crow Wing County, MN",County or equivalent
14700,,"Branson, MO",Micropolitan Statistical Area
14700,29213,"Taney County, MO",County or equivalent
14720,,"Breckenridge, CO",Micropolitan Statistical Area
14720,8117,"Summit County, CO",County or equivalent
14780,,"Brenham, TX",Micropolitan Statistical Area
14780,48477,"Washington County, TX",County or equivalent
14820,,"Brevard, NC",Micropolitan Statistical Area
14820,37175,"Transylvania County, NC",County or equivalent
15020,,"Brookhaven, MS",Micropolitan Statistical Area
15020,28085,"Lincoln County, MS",County or equivalent
15060,,"Brookings, OR",Micropolitan Statistical Area
15060,41015,"Curry County, OR",County or equivalent
15100,,"Brookings, SD",Micropolitan Statistical Area
15100,46011,"Brookings County, SD",County or equivalent
15140,,"Brownsville, TN",Micropolitan Statistical Area
15140,47075,"Haywood County, TN",County or equivalent
15220,,"Brownwood, TX",Micropolitan Statistical Area
15220,48049,"Brown County, TX",County or equivalent
15340,,"Bucyrus-Galion, OH",Micropolitan Statistical Area
15340,39033,"Crawford County, OH",County or equivalent
15420,,"Burley, ID",Micropolitan Statistical Area
15420,16031,"Cassia County, ID",County or equivalent
15420,16067,"Minidoka County, ID",County or equivalent
15460,,"Burlington, IA-IL",Micropolitan Statistical Area
15460,17071,"Henderson County, IL",County or equivalent
15460,19057,"Des Moines County, IA",County or equivalent
15580,,"Butte-Silver Bow, MT",Micropolitan Statistical Area
15580,30093,"Silver Bow County, MT",County or equivalent
15620,,"Cadillac, MI",Micropolitan Statistical Area
15620,26113,"Missaukee County, MI",County or equivalent
15620,26165,"Wexford County, MI",County or equivalent
15660,,"Calhoun, GA",Micropolitan Statistical Area
15660,13129,"Gordon County, GA",County or equivalent
15700,,"Cambridge, MD",Micropolitan Statistical Area
15700,24019,"Dorchester County, MD",County or equivalent
15740,,"Cambridge, OH",Micropolitan Statistical Area
15740,39059,"Guernsey County, OH",County or equivalent
15780,,"Camden, AR",Micropolitan Statistical Area
15780,5013,"Calhoun County, AR",County or equivalent
15780,5103,"Ouachita County, AR",County or equivalent
15820,,"Campbellsville, KY",Micropolitan Statistical Area
15820,21087,"Green County, KY",County or equivalent
15820,21217,"Taylor County, KY",County or equivalent
15860,,"Cañon City, CO",Micropolitan Statistical Area
15860,8043,"Fremont County, CO",County or equivalent
16100,,"Carlsbad-Artesia, NM",Micropolitan Statistical Area
16100,35015,"Eddy County, NM",County or equivalent
16140,,"Carroll, IA",Micropolitan Statistical Area
16140,19027,"Carroll County, IA",County or equivalent
16260,,"Cedar City, UT",Micropolitan Statistical Area
16260,49021,"Iron County, UT",County or equivalent
16340,,"Cedartown, GA",Micropolitan Statistical Area
16340,13233,"Polk County, GA",County or equivalent
16380,,"Celina, OH",Micropolitan Statistical Area
16380,39107,"Mercer County, OH",County or equivalent
16420,,"Central City, KY",Micropolitan Statistical Area
16420,21177,"Muhlenberg County, KY",County or equivalent
16460,,"Centralia, IL",Micropolitan Statistical Area
16460,17121,"Marion County, IL",County or equivalent
16500,,"Centralia, WA",Micropolitan Statistical Area
16500,53041,"Lewis County, WA",County or equivalent
16660,,"Charleston-Mattoon, IL",Micropolitan Statistical Area
16660,17029,"Coles County, IL",County or equivalent
16660,17035,"Cumberland County, IL",County or equivalent
17060,,"Chillicothe, OH",Micropolitan Statistical Area
17060,39141,"Ross County, OH",County or equivalent
17220,,"Clarksburg, WV",Micropolitan Statistical Area
17220,54017,"Doddridge County, WV",County or equivalent
17220,54033,"Harrison County, WV",County or equivalent
17220,54091,"Taylor County, WV",County or equivalent
17260,,"Clarksdale, MS",Micropolitan Statistical Area
17260,28027,"Coahoma County, MS",County or equivalent
17340,,"Clearlake, CA",Micropolitan Statistical Area
17340,6033,"Lake County, CA",County or equivalent
17380,,"Cleveland, MS",Micropolitan Statistical Area
17380,28011,"Bolivar County, MS",County or equivalent
17500,,"Clewiston, FL",Micropolitan Statistical Area
17500,12051,"Hendry County, FL",County or equivalent
17540,,"Clinton, IA",Micropolitan Statistical Area
17540,19045,"Clinton County, IA",County or equivalent
17580,,"Clovis, NM",Micropolitan Statistical Area
17580,35009,"Curry County, NM",County or equivalent
17700,,"Coffeyville, KS",Micropolitan Statistical Area
17700,20125,"Montgomery County, KS",County or equivalent
17740,,"Coldwater, MI",Micropolitan Statistical Area
17740,26023,"Branch County, MI",County or equivalent
18060,,"Columbus, MS",Micropolitan Statistical Area
18060,28087,"Lowndes County, MS",County or equivalent
18100,,"Columbus, NE",Micropolitan Statistical Area
18100,31141,"Platte County, NE",County or equivalent
18180,,"Concord, NH",Micropolitan Statistical Area
18180,33013,"Merrimack County, NH",County or equivalent
18220,,"Connersville, IN",Micropolitan Statistical Area
18220,18041,"Fayette County, IN",County or equivalent
18260,,"Cookeville, TN",Micropolitan Statistical Area
18260,47087,"Jackson County, TN",County or equivalent
18260,47133,"Overton County, TN",County or equivalent
18260,47141,"Putnam County, TN",County or equivalent
18300,,"Coos Bay, OR",Micropolitan Statistical Area
18300,41011,"Coos County, OR",County or equivalent
18380,,"Cordele, GA",Micropolitan Statistical Area
18380,13081,"Crisp County, GA",County or equivalent
18420,,"Corinth, MS",Micropolitan Statistical Area
18420,28003,"Alcorn County, MS",County or equivalent
18460,,"Cornelia, GA",Micropolitan Statistical Area
18460,13137,"Habersham County, GA",County or equivalent
18500,,"Corning, NY",Micropolitan Statistical Area
18500,36101,"Steuben County, NY",County or equivalent
18620,,"Corsicana, TX",Micropolitan Statistical Area
18620,48349,"Navarro County, TX",County or equivalent
18660,,"Cortland, NY",Micropolitan Statistical Area
18660,36023,"Cortland County, NY",County or equivalent
18740,,"Coshocton, OH",Micropolitan Statistical Area
18740,39031,"Coshocton County, OH",County or equivalent
18780,,"Craig, CO",Micropolitan Statistical Area
18780,8081,"Moffat County, CO",County or equivalent
18820,,"Crawfordsville, IN",Micropolitan Statistical Area
18820,18107,"Montgomery County, IN",County or equivalent
18860,,"Crescent City, CA",Micropolitan Statistical Area
18860,6015,"Del Norte County, CA",County or equivalent
18900,,"Crossville, TN",Micropolitan Statistical Area
18900,47035,"Cumberland County, TN",County or equivalent
18980,,"Cullman, AL",Micropolitan Statistical Area
18980,1043,"Cullman County, AL",County or equivalent
19000,,"Cullowhee, NC",Micropolitan Statistical Area
19000,37099,"Jackson County, NC",County or equivalent
19000,37173,"Swain County, NC",County or equivalent
19220,,"Danville, KY",Micropolitan Statistical Area
19220,21021,"Boyle County, KY",County or equivalent
19220,21137,"Lincoln County, KY",County or equivalent
19260,,"Danville, VA",Micropolitan Statistical Area
19260,51143,"Pittsylvania County, VA",County or equivalent
19260,51590,"Danville city, VA",County or equivalent
19420,,"Dayton, TN",Micropolitan Statistical Area
19420,47143,"Rhea County, TN",County or equivalent
19540,,"Decatur, IN",Micropolitan Statistical Area
19540,18001,"Adams County, IN",County or equivalent
19580,,"Defiance, OH",Micropolitan Statistical Area
19580,39039,"Defiance County, OH",County or equivalent
19620,,"Del Rio, TX",Micropolitan Statistical Area
19620,48465,"Val Verde County, TX",County or equivalent
19700,,"Deming, NM",Micropolitan Statistical Area
19700,35029,"Luna County, NM",County or equivalent
19760,,"DeRidder, LA",Micropolitan Statistical Area
19760,22011,"Beauregard Parish, LA",County or equivalent
19860,,"Dickinson, ND",Micropolitan Statistical Area
19860,38007,"Billings County, ND",County or equivalent
19860,38089,"Stark County, ND",County or equivalent
19940,,"Dixon, IL",Micropolitan Statistical Area
19940,17103,"Lee County, IL",County or equivalent
19980,,"Dodge City, KS",Micropolitan Statistical Area
19980,20057,"Ford County, KS",County or equivalent
20060,,"Douglas, GA",Micropolitan Statistical Area
20060,13003,"Atkinson County, GA",County or equivalent
20060,13069,"Coffee County, GA",County or equivalent
20140,,"Dublin, GA",Micropolitan Statistical Area
20140,13167,"Johnson County, GA",County or equivalent
20140,13175,"Laurens County, GA",County or equivalent
20140,13283,"Treutlen County, GA",County or equivalent
20180,,"DuBois, PA",Micropolitan Statistical Area
20180,42033,"Clearfield County, PA",County or equivalent
20300,,"Dumas, TX",Micropolitan Statistical Area
20300,48341,"Moore County, TX",County or equivalent
20340,,"Duncan, OK",Micropolitan Statistical Area
20340,40137,"Stephens County, OK",County or equivalent
20420,,"Durango, CO",Micropolitan Statistical Area
20420,8067,"La Plata County, CO",County or equivalent
20460,,"Durant, OK",Micropolitan Statistical Area
20460,40013,"Bryan County, OK",County or equivalent
20540,,"Dyersburg, TN",Micropolitan Statistical Area
20540,47045,"Dyer County, TN",County or equivalent
20580,,"Eagle Pass, TX",Micropolitan Statistical Area
20580,48323,"Maverick County, TX",County or equivalent
20660,,"Easton, MD",Micropolitan Statistical Area
20660,24041,"Talbot County, MD",County or equivalent
20780,,"Edwards, CO",Micropolitan Statistical Area
20780,8037,"Eagle County, CO",County or equivalent
20820,,"Effingham, IL",Micropolitan Statistical Area
20820,17049,"Effingham County, IL",County or equivalent
20900,,"El Campo, TX",Micropolitan Statistical Area
20900,48481,"Wharton County, TX",County or equivalent
20980,,"El Dorado, AR",Micropolitan Statistical Area
20980,5139,"Union County, AR",County or equivalent
21020,,"Elizabeth City, NC",Micropolitan Statistical Area
21020,37139,"Pasquotank County, NC",County or equivalent
21020,37143,"Perquimans County, NC",County or equivalent
21120,,"Elk City, OK",Micropolitan Statistical Area
21120,40009,"Beckham County, OK",County or equivalent
21180,,"Elkins, WV",Micropolitan Statistical Area
21180,54083,"Randolph County, WV",County or equivalent
21220,,"Elko, NV",Micropolitan Statistical Area
21220,32007,"Elko County, NV",County or equivalent
21220,32011,"Eureka County, NV",County or equivalent
21260,,"Ellensburg, WA",Micropolitan Statistical Area
21260,53037,"Kittitas County, WA",County or equivalent
21380,,"Emporia, KS",Micropolitan Statistical Area
21380,20017,"Chase County, KS",County or equivalent
21380,20111,"Lyon County, KS",County or equivalent
21460,,"Enterprise, AL",Micropolitan Statistical Area
21460,1031,"Coffee County, AL",County or equivalent
21540,,"Escanaba, MI",Micropolitan Statistical Area
21540,26041,"Delta County, MI",County or equivalent
21580,,"Española, NM",Micropolitan Statistical Area
21580,35039,"Rio Arriba County, NM",County or equivalent
21640,,"Eufaula, AL-GA",Micropolitan Statistical Area
21640,1005,"Barbour County, AL",County or equivalent
21640,13239,"Quitman County, GA",County or equivalent
21700,,"Eureka-Arcata, CA",Micropolitan Statistical Area
21700,6023,"Humboldt County, CA",County or equivalent
21740,,"Evanston, WY",Micropolitan Statistical Area
21740,56041,"Uinta County, WY",County or equivalent
21840,,"Fairfield, IA",Micropolitan Statistical Area
21840,19101,"Jefferson County, IA",County or equivalent
21860,,"Fairmont, MN",Micropolitan Statistical Area
21860,27091,"Martin County, MN",County or equivalent
21900,,"Fairmont, WV",Micropolitan Statistical Area
21900,54049,"Marion County, WV",County or equivalent
21980,,"Fallon, NV",Micropolitan Statistical Area
21980,32001,"Churchill County, NV",County or equivalent
22060,,"Faribault-Northfield, MN",Micropolitan Statistical Area
22060,27131,"Rice County, MN",County or equivalent
22100,,"Farmington, MO",Micropolitan Statistical Area
22100,29187,"St. Francois County, MO",County or equivalent
22260,,"Fergus Falls, MN",Micropolitan Statistical Area
22260,27111,"Otter Tail County, MN",County or equivalent
22280,,"Fernley, NV",Micropolitan Statistical Area
22280,32019,"Lyon County, NV",County or equivalent
22300,,"Findlay, OH",Micropolitan Statistical Area
22300,39063,"Hancock County, OH",County or equivalent
22340,,"Fitzgerald, GA",Micropolitan Statistical Area
22340,13017,"Ben Hill County, GA",County or equivalent
22580,,"Forest City, NC",Micropolitan Statistical Area
22580,37161,"Rutherford County, NC",County or equivalent
22620,,"Forrest City, AR",Micropolitan Statistical Area
22620,5123,"St. Francis County, AR",County or equivalent
22700,,"Fort Dodge, IA",Micropolitan Statistical Area
22700,19187,"Webster County, IA",County or equivalent
22780,,"Fort Leonard Wood, MO",Micropolitan Statistical Area
22780,29169,"Pulaski County, MO",County or equivalent
22800,,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area
22800,17067,"Hancock County, IL",County or equivalent
22800,19111,"Lee County, IA",County or equivalent
22800,29045,"Clark County, MO",County or equivalent
22820,,"Fort Morgan, CO",Micropolitan Statistical Area
22820,8087,"Morgan County, CO",County or equivalent
22840,,"Fort Payne, AL",Micropolitan Statistical Area
22840,1049,"DeKalb County, AL",County or equivalent
22860,,"Fort Polk South, LA",Micropolitan Statistical Area
22860,22115,"Vernon Parish, LA",County or equivalent
23140,,"Frankfort, IN",Micropolitan Statistical Area
23140,18023,"Clinton County, IN",County or equivalent
23180,,"Frankfort, KY",Micropolitan Statistical Area
23180,21005,"Anderson County, KY",County or equivalent
23180,21073,"Franklin County, KY",County or equivalent
23240,,"Fredericksburg, TX",Micropolitan Statistical Area
23240,48171,"Gillespie County, TX",County or equivalent
23300,,"Freeport, IL",Micropolitan Statistical Area
23300,17177,"Stephenson County, IL",County or equivalent
23340,,"Fremont, NE",Micropolitan Statistical Area
23340,31053,"Dodge County, NE",County or equivalent
23380,,"Fremont, OH",Micropolitan Statistical Area
23380,39143,"Sandusky County, OH",County or equivalent
23500,,"Gaffney, SC",Micropolitan Statistical Area
23500,45021,"Cherokee County, SC",County or equivalent
23620,,"Gainesville, TX",Micropolitan Statistical Area
23620,48097,"Cooke County, TX",County or equivalent
23660,,"Galesburg, IL",Micropolitan Statistical Area
23660,17095,"Knox County, IL",County or equivalent
23700,,"Gallup, NM",Micropolitan Statistical Area
23700,35031,"McKinley County, NM",County or equivalent
23780,,"Garden City, KS",Micropolitan Statistical Area
23780,20055,"Finney County, KS",County or equivalent
23780,20093,"Kearny County, KS",County or equivalent
23820,,"Gardnerville Ranchos, NV",Micropolitan Statistical Area
23820,32005,"Douglas County, NV",County or equivalent
23860,,"Georgetown, SC",Micropolitan Statistical Area
23860,45043,"Georgetown County, SC",County or equivalent
23940,,"Gillette, WY",Micropolitan Statistical Area
23940,56005,"Campbell County, WY",County or equivalent
23940,56011,"Crook County, WY",County or equivalent
23940,56045,"Weston County, WY",County or equivalent
23980,,"Glasgow, KY",Micropolitan Statistical Area
23980,21009,"Barren County, KY",County or equivalent
23980,21169,"Metcalfe County, KY",County or equivalent
24060,,"Glenwood Springs, CO",Micropolitan Statistical Area
24060,8045,"Garfield County, CO",County or equivalent
24060,8097,"Pitkin County, CO",County or equivalent
24100,,"Gloversville, NY",Micropolitan Statistical Area
24100,36035,"Fulton County, NY",County or equivalent
24180,,"Granbury, TX",Micropolitan Statistical Area
24180,48221,"Hood County, TX",County or equivalent
24330,,"Grand Rapids, MN",Micropolitan Statistical Area
24330,27061,"Itasca County, MN",County or equivalent
24380,,"Grants, NM",Micropolitan Statistical Area
24380,35006,"Cibola County, NM",County or equivalent
24460,,"Great Bend, KS",Micropolitan Statistical Area
24460,20009,"Barton County, KS",County or equivalent
24620,,"Greeneville, TN",Micropolitan Statistical Area
24620,47059,"Greene County, TN",County or equivalent
24700,,"Greensburg, IN",Micropolitan Statistical Area
24700,18031,"Decatur County, IN",County or equivalent
24740,,"Greenville, MS",Micropolitan Statistical Area
24740,28151,"Washington County, MS",County or equivalent
24820,,"Greenville, OH",Micropolitan Statistical Area
24820,39037,"Darke County, OH",County or equivalent
24900,,"Greenwood, MS",Micropolitan Statistical Area
24900,28015,"Carroll County, MS",County or equivalent
24900,28083,"Leflore County, MS",County or equivalent
24940,,"Greenwood, SC",Micropolitan Statistical Area
24940,45047,"Greenwood County, SC",County or equivalent
24980,,"Grenada, MS",Micropolitan Statistical Area
24980,28043,"Grenada County, MS",County or equivalent
25100,,"Guymon, OK",Micropolitan Statistical Area
25100,40139,"Texas County, OK",County or equivalent
25200,,"Hailey, ID",Micropolitan Statistical Area
25200,16013,"Blaine County, ID",County or equivalent
25200,16025,"Camas County, ID",County or equivalent
25300,,"Hannibal, MO",Micropolitan Statistical Area
25300,29127,"Marion County, MO",County or equivalent
25300,29173,"Ralls County, MO",County or equivalent
25460,,"Harrison, AR",Micropolitan Statistical Area
25460,5009,"Boone County, AR",County or equivalent
25460,5101,"Newton County, AR",County or equivalent
25580,,"Hastings, NE",Micropolitan Statistical Area
25580,31001,"Adams County, NE",County or equivalent
25700,,"Hays, KS",Micropolitan Statistical Area
25700,20051,"Ellis County, KS",County or equivalent
25720,,"Heber, UT",Micropolitan Statistical Area
25720,49043,"Summit County, UT",County or equivalent
25720,49051,"Wasatch County, UT",County or equivalent
25740,,"Helena, MT",Micropolitan Statistical Area
25740,30043,"Jefferson County, MT",County or equivalent
25740,30049,"Lewis and Clark County, MT",County or equivalent
25760,,"Helena-West Helena, AR",Micropolitan Statistical Area
25760,5107,"Phillips County, AR",County or equivalent
25780,,"Henderson, NC",Micropolitan Statistical Area
25780,37181,"Vance County, NC",County or equivalent
25820,,"Hereford, TX",Micropolitan Statistical Area
25820,48117,"Deaf Smith County, TX",County or equivalent
25840,,"Hermiston-Pendleton, OR",Micropolitan Statistical Area
25840,41049,"Morrow County, OR",County or equivalent
25840,41059,"Umatilla County, OR",County or equivalent
25880,,"Hillsdale, MI",Micropolitan Statistical Area
25880,26059,"Hillsdale County, MI",County or equivalent
25900,,"Hilo, HI",Micropolitan Statistical Area
25900,15001,"Hawaii County, HI",County or equivalent
26020,,"Hobbs, NM",Micropolitan Statistical Area
26020,35025,"Lea County, NM",County or equivalent
26090,,"Holland, MI",Micropolitan Statistical Area
26090,26005,"Allegan County, MI",County or equivalent
26220,,"Hood River, OR",Micropolitan Statistical Area
26220,41027,"Hood River County, OR",County or equivalent
26260,,"Hope, AR",Micropolitan Statistical Area
26260,5057,"Hempstead County, AR",County or equivalent
26260,5099,"Nevada County, AR",County or equivalent
26340,,"Houghton, MI",Micropolitan Statistical Area
26340,26061,"Houghton County, MI",County or equivalent
26340,26083,"Keweenaw County, MI",County or equivalent
26460,,"Hudson, NY",Micropolitan Statistical Area
26460,36021,"Columbia County, NY",County or equivalent
26500,,"Huntingdon, PA",Micropolitan Statistical Area
26500,42061,"Huntingdon County, PA",County or equivalent
26540,,"Huntington, IN",Micropolitan Statistical Area
26540,18069,"Huntington County, IN",County or equivalent
26660,,"Huntsville, TX",Micropolitan Statistical Area
26660,48471,"Walker County, TX",County or equivalent
26700,,"Huron, SD",Micropolitan Statistical Area
26700,46005,"Beadle County, SD",County or equivalent
26700,46073,"Jerauld County, SD",County or equivalent
26740,,"Hutchinson, KS",Micropolitan Statistical Area
26740,20155,"Reno County, KS",County or equivalent
26780,,"Hutchinson, MN",Micropolitan Statistical Area
26780,27085,"McLeod County, MN",County or equivalent
26860,,"Indiana, PA",Micropolitan Statistical Area
26860,42063,"Indiana County, PA",County or equivalent
26940,,"Indianola, MS",Micropolitan Statistical Area
26940,28133,"Sunflower County, MS",County or equivalent
27020,,"Iron Mountain, MI-WI",Micropolitan Statistical Area
27020,26043,"Dickinson County, MI",County or equivalent
27020,55037,"Florence County, WI",County or equivalent
27160,,"Jackson, OH",Micropolitan Statistical Area
27160,39079,"Jackson County, OH",County or equivalent
27220,,"Jackson, WY-ID",Micropolitan Statistical Area
27220,16081,"Teton County, ID",County or equivalent
27220,56039,"Teton County, WY",County or equivalent
27300,,"Jacksonville, IL",Micropolitan Statistical Area
27300,17137,"Morgan County, IL",County or equivalent
27300,17171,"Scott County, IL",County or equivalent
27380,,"Jacksonville, TX",Micropolitan Statistical Area
27380,48073,"Cherokee County, TX",County or equivalent
27420,,"Jamestown, ND",Micropolitan Statistical Area
27420,38093,"Stutsman County, ND",County or equivalent
27460,,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area
27460,36013,"Chautauqua County, NY",County or equivalent
27530,,"Jasper, AL",Micropolitan Statistical Area
27530,1127,"Walker County, AL",County or equivalent
27540,,"Jasper, IN",Micropolitan Statistical Area
27540,18037,"Dubois County, IN",County or equivalent
27540,18125,"Pike County, IN",County or equivalent
27600,,"Jefferson, GA",Micropolitan Statistical Area
27600,13157,"Jackson County, GA",County or equivalent
27660,,"Jennings, LA",Micropolitan Statistical Area
27660,22053,"Jefferson Davis Parish, LA",County or equivalent
27700,,"Jesup, GA",Micropolitan Statistical Area
27700,13305,"Wayne County, GA",County or equivalent
27940,,"Juneau, AK",Micropolitan Statistical Area
27940,2110,"Juneau City and Borough, AK",County or equivalent
28060,,"Kalispell, MT",Micropolitan Statistical Area
28060,30029,"Flathead County, MT",County or equivalent
28180,,"Kapaa, HI",Micropolitan Statistical Area
28180,15007,"Kauai County, HI",County or equivalent
28260,,"Kearney, NE",Micropolitan Statistical Area
28260,31019,"Buffalo County, NE",County or equivalent
28260,31099,"Kearney County, NE",County or equivalent
28300,,"Keene, NH",Micropolitan Statistical Area
28300,33005,"Cheshire County, NH",County or equivalent
28340,,"Kendallville, IN",Micropolitan Statistical Area
28340,18113,"Noble County, IN",County or equivalent
28380,,"Kennett, MO",Micropolitan Statistical Area
28380,29069,"Dunklin County, MO",County or equivalent
28500,,"Kerrville, TX",Micropolitan Statistical Area
28500,48265,"Kerr County, TX",County or equivalent
28540,,"Ketchikan, AK",Micropolitan Statistical Area
28540,2130,"Ketchikan Gateway Borough, AK",County or equivalent
28580,,"Key West, FL",Micropolitan Statistical Area
28580,12087,"Monroe County, FL",County or equivalent
28620,,"Kill Devil Hills, NC",Micropolitan Statistical Area
28620,37055,"Dare County, NC",County or equivalent
28780,,"Kingsville, TX",Micropolitan Statistical Area
28780,48261,"Kenedy County, TX",County or equivalent
28780,48273,"Kleberg County, TX",County or equivalent
28820,,"Kinston, NC",Micropolitan Statistical Area
28820,37107,"Lenoir County, NC",County or equivalent
28860,,"Kirksville, MO",Micropolitan Statistical Area
28860,29001,"Adair County, MO",County or equivalent
28860,29197,"Schuyler County, MO",County or equivalent
28900,,"Klamath Falls, OR",Micropolitan Statistical Area
28900,41035,"Klamath County, OR",County or equivalent
29060,,"Laconia, NH",Micropolitan Statistical Area
29060,33001,"Belknap County, NH",County or equivalent
29260,,"La Grande, OR",Micropolitan Statistical Area
29260,41061,"Union County, OR",County or equivalent
29300,,"LaGrange, GA-AL",Micropolitan Statistical Area
29300,1017,"Chambers County, AL",County or equivalent
29300,13285,"Troup County, GA",County or equivalent
29380,,"Lake City, FL",Micropolitan Statistical Area
29380,12023,"Columbia County, FL",County or equivalent
29500,,"Lamesa, TX",Micropolitan Statistical Area
29500,48115,"Dawson County, TX",County or equivalent
29660,,"Laramie, WY",Micropolitan Statistical Area
29660,56001,"Albany County, WY",County or equivalent
29780,,"Las Vegas, NM",Micropolitan Statistical Area
29780,35033,"Mora County, NM",County or equivalent
29780,35047,"San Miguel County, NM",County or equivalent
29860,,"Laurel, MS",Micropolitan Statistical Area
29860,28061,"Jasper County, MS",County or equivalent
29860,28067,"Jones County, MS",County or equivalent
29900,,"Laurinburg, NC",Micropolitan Statistical Area
29900,37165,"Scotland County, NC",County or equivalent
29980,,"Lawrenceburg, TN",Micropolitan Statistical Area
29980,47099,"Lawrence County, TN",County or equivalent
30060,,"Lebanon, MO",Micropolitan Statistical Area
30060,29105,"Laclede County, MO",County or equivalent
30100,,"Lebanon, NH-VT",Micropolitan Statistical Area
30100,33009,"Grafton County, NH",County or equivalent
30100,33019,"Sullivan County, NH",County or equivalent
30100,50017,"Orange County, VT",County or equivalent
30100,50027,"Windsor County, VT",County or equivalent
30220,,"Levelland, TX",Micropolitan Statistical Area
30220,48219,"Hockley County, TX",County or equivalent
30260,,"Lewisburg, PA",Micropolitan Statistical Area
30260,42119,"Union County, PA",County or equivalent
30280,,"Lewisburg, TN",Micropolitan Statistical Area
30280,47117,"Marshall County, TN",County or equivalent
30380,,"Lewistown, PA",Micropolitan Statistical Area
30380,42087,"Mifflin County, PA",County or equivalent
30420,,"Lexington, NE",Micropolitan Statistical Area
30420,31047,"Dawson County, NE",County or equivalent
30420,31073,"Gosper County, NE",County or equivalent
30580,,"Liberal, KS",Micropolitan Statistical Area
30580,20175,"Seward County, KS",County or equivalent
30660,,"Lincoln, IL",Micropolitan Statistical Area
30660,17107,"Logan County, IL",County or equivalent
30820,,"Lock Haven, PA",Micropolitan Statistical Area
30820,42035,"Clinton County, PA",County or equivalent
30900,,"Logansport, IN",Micropolitan Statistical Area
30900,18017,"Cass County, IN",County or equivalent
30940,,"London, KY",Micropolitan Statistical Area
30940,21051,"Clay County, KY",County or equivalent
30940,21121,"Knox County, KY",County or equivalent
30940,21125,"Laurel County, KY",County or equivalent
30940,21235,"Whitley County, KY",County or equivalent
31060,,"Los Alamos, NM",Micropolitan Statistical Area
31060,35028,"Los Alamos County, NM",County or equivalent
31220,,"Ludington, MI",Micropolitan Statistical Area
31220,26105,"Mason County, MI",County or equivalent
31260,,"Lufkin, TX",Micropolitan Statistical Area
31260,48005,"Angelina County, TX",County or equivalent
31300,,"Lumberton, NC",Micropolitan Statistical Area
31300,37155,"Robeson County, NC",County or equivalent
31380,,"Macomb, IL",Micropolitan Statistical Area
31380,17109,"McDonough County, IL",County or equivalent
31500,,"Madison, IN",Micropolitan Statistical Area
