category,code,title,regional_components
Micropolitan Area,39780,"Red Bluff, CA","Tehama County, CA (06103)"
Micropolitan Area,39860,"Red Wing, MN","Goodhue County, MN (27049)"
Micropolitan Area,39940,"Rexburg, ID","Fremont County, ID (16043); Madison County, ID (16065)"
Micropolitan Area,39980,"Richmond, IN","Wayne County, IN (18177)"
Micropolitan Area,40080,"Richmond-Berea, KY","Madison County, KY (21151); Rockcastle County, KY (21203)"
Micropolitan Area,40100,"Rio Grande City-Roma, TX","Starr County, TX (48427)"
Micropolitan Area,40180,"Riverton, WY","Fremont County, WY (56013)"
Micropolitan Area,40260,"Roanoke Rapids, NC","Halifax County, NC (37083); Northampton County, NC (37131)"
Micropolitan Area,40300,"Rochelle, IL","Ogle County, IL (17141)"
Micropolitan Area,40460,"Rockingham, NC","Richmond County, NC (37153)"
Micropolitan Area,40500,"Rockland, ME","Knox County, ME (23013)"
Micropolitan Area,40540,"Rock Springs, WY","Sweetwater County, WY (56037)"
Micropolitan Area,40620,"Rolla, MO","Phelps County, MO (29161)"
Micropolitan Area,40700,"Roseburg, OR","Douglas County, OR (41019)"
Micropolitan Area,40740,"Roswell, NM","Chaves County, NM (35005)"
Micropolitan Area,40760,"Ruidoso, NM","Lincoln County, NM (35027)"
Micropolitan Area,40780,"Russellville, AR","Pope County, AR (05115); Yell County, AR (05149)"
Micropolitan Area,40820,"Ruston, LA","Jackson Parish, LA (22049); Lincoln Parish, LA (22061)"
Micropolitan Area,40860,"Rutland, VT","Rutland County, VT (50021)"
Micropolitan Area,40940,"Safford, AZ","Graham County, AZ (04009); Greenlee County, AZ (04011)"
Micropolitan Area,41220,"St. Marys, GA","Camden County, GA (13039)"
Micropolitan Area,41260,"St. Marys, PA","Elk County, PA (42047)"
Micropolitan Area,41460,"Salina, KS","Ottawa County, KS (20143); Saline County, KS (20169)"
Micropolitan Area,41580,"Salisbury, NC","Rowan County, NC (37159)"
Micropolitan Area,41820,"Sanford, NC","Lee County, NC (37105)"
Micropolitan Area,42180,"Santa Isabel, PR","Santa Isabel Municipio, PR (72133)"
Micropolitan Area,42300,"Sault Ste. Marie, MI","Chippewa County, MI (26033)"
Micropolitan Area,42380,"Sayre, PA","Bradford County, PA (42015)"
Micropolitan Area,42420,"Scottsbluff, NE","Banner County, NE (31007); Scotts Bluff County, NE (31157)"
Micropolitan Area,42460,"Scottsboro, AL","Jackson County, AL (01071)"
Micropolitan Area,42500,"Scottsburg, IN","Scott County, IN (18143)"
Micropolitan Area,42580,"Seaford, DE","Sussex County, DE (10005)"
Micropolitan Area,42620,"Searcy, AR","White County, AR (05145)"
Micropolitan Area,42700,"Sebring, FL","Highlands County, FL (12055)"
Micropolitan Area,42740,"Sedalia, MO","Pettis County, MO (29159)"
Micropolitan Area,42780,"Selinsgrove, PA","Snyder County, PA (42109)"
Micropolitan Area,42820,"Selma, AL","Dallas County, AL (01047)"
Micropolitan Area,42860,"Seneca, SC","Oconee County, SC (45073)"
Micropolitan Area,42900,"Seneca Falls, NY","Seneca County, NY (36099)"
Micropolitan Area,42940,"Sevierville, TN","Sevier County, TN (47155)"
Micropolitan Area,42980,"Seymour, IN","Jackson County, IN (18071)"
Micropolitan Area,43060,"Shawnee, OK","Pottawatomie County, OK (40125)"
Micropolitan Area,43140,"Shelby, NC","Cleveland County, NC (37045)"
Micropolitan Area,43180,"Shelbyville, TN","Bedford County, TN (47003)"
Micropolitan Area,43220,"Shelton, WA","Mason County, WA (53045)"
Micropolitan Area,43260,"Sheridan, WY","Sheridan County, WY (56033)"
Micropolitan Area,43320,"Show Low, AZ","Navajo County, AZ (04017)"
Micropolitan Area,43380,"Sidney, OH","Shelby County, OH (39149)"
Micropolitan Area,43420,"Sierra Vista-Douglas, AZ","Cochise County, AZ (04003)"
Micropolitan Area,43460,"Sikeston, MO","Scott County, MO (29201)"
Micropolitan Area,43500,"Silver City, NM","Grant County, NM (35017)"
Micropolitan Area,43540,"Silverthorne, CO","Summit County, CO (08117)"
Micropolitan Area,43660,"Snyder, TX","Scurry County, TX (48415)"
Micropolitan Area,43700,"Somerset, KY","Pulaski County, KY (21199)"
Micropolitan Area,43740,"Somerset, PA","Somerset County, PA (42111)"
Micropolitan Area,43860,"Southern Pines-Pinehurst, NC","Moore County, NC (37125)"
Micropolitan Area,43940,"Spearfish, SD","Lawrence County, SD (46081)"
Micropolitan Area,43980,"Spencer, IA","Clay County, IA (19041)"
Micropolitan Area,44020,"Spirit Lake, IA","Dickinson County, IA (19059)"
Micropolitan Area,44260,"Starkville, MS","Oktibbeha County, MS (28105)"
Micropolitan Area,44340,"Statesboro, GA","Bulloch County, GA (13031)"
Micropolitan Area,44380,"Statesville-Mooresville, NC","Iredell County, NC (37097)"
Micropolitan Area,44420,"Staunton-Waynesboro, VA","Augusta County, VA (51015); Staunton city, VA (51790); Waynesboro city, VA (51820)"
Micropolitan Area,44500,"Stephenville, TX","Erath County, TX (48143)"
Micropolitan Area,44540,"Sterling, CO","Logan County, CO (08075)"
Micropolitan Area,44580,"Sterling, IL","Whiteside County, IL (17195)"
Micropolitan Area,44620,"Stevens Point, WI","Portage County, WI (55097)"
Micropolitan Area,44660,"Stillwater, OK","Payne County, OK (40119)"
Micropolitan Area,44740,"Storm Lake, IA","Buena Vista County, IA (19021)"
Micropolitan Area,44780,"Sturgis, MI","St. Joseph County, MI (26149)"
Micropolitan Area,44860,"Sulphur Springs, TX","Hopkins County, TX (48223)"
Micropolitan Area,44900,"Summerville, GA","Chattooga County, GA (13055)"
Micropolitan Area,44980,"Sunbury, PA","Northumberland County, PA (42097)"
Micropolitan Area,45000,"Susanville, CA","Lassen County, CA (06035)"
Micropolitan Area,45020,"Sweetwater, TX","Nolan County, TX (48353)"
Micropolitan Area,45140,"Tahlequah, OK","Cherokee County, OK (40021)"
Micropolitan Area,45180,"Talladega-Sylacauga, AL","Talladega County, AL (01121)"
Micropolitan Area,45260,"Tallulah, LA","Madison Parish, LA (22065)"
Micropolitan Area,45340,"Taos, NM","Taos County, NM (35055)"
Micropolitan Area,45380,"Taylorville, IL","Christian County, IL (17021)"
Micropolitan Area,45520,"The Dalles, OR","Wasco County, OR (41065)"
Micropolitan Area,45540,"The Villages, FL","Sumter County, FL (12119)"
Micropolitan Area,45580,"Thomaston, GA","Upson County, GA (13293)"
Micropolitan Area,45620,"Thomasville, GA","Thomas County, GA (13275)"
Micropolitan Area,45640,"Thomasville-Lexington, NC","Davidson County, NC (37057)"
Micropolitan Area,45660,"Tiffin, OH","Seneca County, OH (39147)"
Micropolitan Area,45700,"Tifton, GA","Tift County, GA (13277)"
Micropolitan Area,45740,"Toccoa, GA","Stephens County, GA (13257)"
Micropolitan Area,45860,"Torrington, CT","Litchfield County, CT (09005)"
Micropolitan Area,45900,"Traverse City, MI","Benzie County, MI (26019); Grand Traverse County, MI (26055); Kalkaska County, MI (26079); Leelanau County, MI (26089)"
Micropolitan Area,45980,"Troy, AL","Pike County, AL (01109)"
Micropolitan Area,46020,"Truckee-Grass Valley, CA","Nevada County, CA (06057)"
Micropolitan Area,46100,"Tullahoma, TN","Coffee County, TN (47031); Franklin County, TN (47051); Moore County, TN (47127)"
Micropolitan Area,46180,"Tupelo, MS","Itawamba County, MS (28057); Lee County, MS (28081); Pontotoc County, MS (28115)"
Micropolitan Area,46260,"Tuskegee, AL","Macon County, AL (01087)"
Micropolitan Area,46300,"Twin Falls, ID","Jerome County, ID (16053); Twin Falls County, ID (16083)"
Micropolitan Area,46380,"Ukiah, CA","Mendocino County, CA (06045)"
Micropolitan Area,46420,"Union, SC","Union County, SC (45087)"
Micropolitan Area,46460,"Union City, TN-KY","Fulton County, KY (21075); Obion County, TN (47131)"
Micropolitan Area,46500,"Urbana, OH","Champaign County, OH (39021)"
Micropolitan Area,46580,"Utuado, PR","Utuado Municipio, PR (72141)"
Micropolitan Area,46620,"Uvalde, TX","Uvalde County, TX (48463)"
Micropolitan Area,46740,"Valley, AL","Chambers County, AL (01017)"
Micropolitan Area,46780,"Van Wert, OH","Van Wert County, OH (39161)"
Micropolitan Area,46820,"Vermillion, SD","Clay County, SD (46027)"
Micropolitan Area,46860,"Vernal, UT","Uintah County, UT (49047)"
Micropolitan Area,46900,"Vernon, TX","Wilbarger County, TX (48487)"
Micropolitan Area,46980,"Vicksburg, MS","Warren County, MS (28149)"
Micropolitan Area,47080,"Vidalia, GA","Montgomery County, GA (13209); Toombs County, GA (13279)"
Micropolitan Area,47180,"Vincennes, IN","Knox County, IN (18083)"
Micropolitan Area,47340,"Wabash, IN","Wabash County, IN (18169)"
Micropolitan Area,47420,"Wahpeton, ND-MN","Wilkin County, MN (27167); Richland County, ND (38077)"
Micropolitan Area,47460,"Walla Walla, WA","Walla Walla County, WA (53071)"
Micropolitan Area,47500,"Walterboro, SC","Colleton County, SC (45029)"
Micropolitan Area,47540,"Wapakoneta, OH","Auglaize County, OH (39011)"
Micropolitan Area,47620,"Warren, PA","Warren County, PA (42123)"
Micropolitan Area,47660,"Warrensburg, MO","Johnson County, MO (29101)"
Micropolitan Area,47700,"Warsaw, IN","Kosciusko County, IN (18085)"
Micropolitan Area,47780,"Washington, IN","Daviess County, IN (18027)"
Micropolitan Area,47820,"Washington, NC","Beaufort County, NC (37013)"
Micropolitan Area,47920,"Washington Court House, OH","Fayette County, OH (39047)"
Micropolitan Area,47980,"Watertown, SD","Codington County, SD (46029); Hamlin County, SD (46057)"
Micropolitan Area,48020,"Watertown-Fort Atkinson, WI","Jefferson County, WI (55055)"
Micropolitan Area,48060,"Watertown-Fort Drum, NY","Jefferson County, NY (36045)"
Micropolitan Area,48100,"Wauchula, FL","Hardee County, FL (12049)"
Micropolitan Area,48180,"Waycross, GA","Pierce County, GA (13229); Ware County, GA (13299)"
Micropolitan Area,48220,"Weatherford, OK","Custer County, OK (40039)"
Micropolitan Area,48460,"West Plains, MO","Howell County, MO (29091)"
Micropolitan Area,48500,"West Point, MS","Clay County, MS (28025)"
Micropolitan Area,48580,"Whitewater, WI","Walworth County, WI (55127)"
Micropolitan Area,48740,"Willimantic, CT","Windham County, CT (09015)"
Micropolitan Area,48780,"Williston, ND","Williams County, ND (38105)"
Micropolitan Area,48820,"Willmar, MN","Kandiyohi County, MN (27067)"
Micropolitan Area,48940,"Wilmington, OH","Clinton County, OH (39027)"
Micropolitan Area,48980,"Wilson, NC","Wilson County, NC (37195)"
Micropolitan Area,49060,"Winfield, KS","Cowley County, KS (20035)"
Micropolitan Area,49100,"Winona, MN","Winona County, MN (27169)"
Micropolitan Area,49260,"Woodward, OK","Woodward County, OK (40153)"
Micropolitan Area,49300,"Wooster, OH","Wayne County, OH (39169)"
Micropolitan Area,49380,"Worthington, MN","Nobles County, MN (27105)"
Micropolitan Area,49460,"Yankton, SD","Yankton County, SD (46135)"
Micropolitan Area,49540,"Yazoo City, MS","Yazoo County, MS (28163)"
Micropolitan Area,49780,"Zanesville, OH","Muskingum County, OH (39119)"
