tsa_id,tsa_name,date,patients_covid_total,patients_covid_ward,patients_covid_icu,beds_avail_total,beds_avail_icu,patients_all_total,patients_all_icu
C,Wichita Falls,2020-04-14,6.0,6.0,0.0,341.0,19.0,231.0,
C,Wichita Falls,2020-04-15,4.0,4.0,0.0,343.0,19.0,186.0,
C,Wichita Falls,2020-04-16,5.0,4.0,1.0,356.0,21.0,190.0,
C,Wichita Falls,2020-04-17,0.0,0.0,0.0,350.0,18.0,231.0,
C,Wichita Falls,2020-04-18,0.0,0.0,0.0,354.0,18.0,221.0,
C,Wichita Falls,2020-04-19,0.0,0.0,0.0,368.0,23.0,231.0,
C,Wichita Falls,2020-04-20,2.0,2.0,0.0,384.0,23.0,61.0,
C,Wichita Falls,2020-04-21,4.0,3.0,1.0,354.0,22.0,209.0,
C,Wichita Falls,2020-04-22,1.0,1.0,0.0,346.0,14.0,82.0,
C,Wichita Falls,2020-04-23,1.0,1.0,0.0,347.0,14.0,87.0,27.0
C,Wichita Falls,2020-04-24,1.0,1.0,0.0,349.0,17.0,230.0,25.0
C,Wichita Falls,2020-04-25,1.0,1.0,0.0,366.0,20.0,221.0,18.0
C,Wichita Falls,2020-04-26,1.0,1.0,0.0,359.0,21.0,246.0,22.0
C,Wichita Falls,2020-04-27,0.0,0.0,0.0,358.0,23.0,246.0,17.0
C,Wichita Falls,2020-04-28,0.0,0.0,0.0,376.0,23.0,259.0,21.0
C,Wichita Falls,2020-04-29,0.0,0.0,0.0,350.0,11.0,291.0,31.0
C,Wichita Falls,2020-04-30,0.0,0.0,0.0,329.0,22.0,289.0,21.0
C,Wichita Falls,2020-05-01,0.0,0.0,0.0,327.0,24.0,287.0,20.0
C,Wichita Falls,2020-05-02,0.0,0.0,0.0,336.0,21.0,267.0,12.0
C,Wichita Falls,2020-05-03,0.0,0.0,0.0,342.0,18.0,260.0,16.0
C,Wichita Falls,2020-05-04,0.0,0.0,0.0,352.0,25.0,259.0,16.0
C,Wichita Falls,2020-05-05,0.0,0.0,0.0,353.0,25.0,250.0,22.0
C,Wichita Falls,2020-05-06,0.0,0.0,0.0,349.0,26.0,263.0,16.0
C,Wichita Falls,2020-05-07,0.0,0.0,0.0,354.0,25.0,271.0,18.0
C,Wichita Falls,2020-05-08,0.0,0.0,0.0,332.0,23.0,269.0,20.0
C,Wichita Falls,2020-05-09,2.0,0.0,2.0,343.0,18.0,282.0,24.0
C,Wichita Falls,2020-05-10,2.0,0.0,2.0,349.0,21.0,275.0,27.0
C,Wichita Falls,2020-05-11,2.0,0.0,2.0,346.0,22.0,278.0,27.0
C,Wichita Falls,2020-05-12,0.0,0.0,0.0,340.0,22.0,257.0,18.0
C,Wichita Falls,2020-05-13,0.0,0.0,0.0,353.0,26.0,263.0,20.0
C,Wichita Falls,2020-05-14,1.0,1.0,0.0,332.0,28.0,264.0,21.0
C,Wichita Falls,2020-05-15,1.0,1.0,0.0,315.0,24.0,274.0,15.0
C,Wichita Falls,2020-05-16,1.0,1.0,0.0,315.0,24.0,268.0,22.0
C,Wichita Falls,2020-05-17,1.0,1.0,0.0,313.0,23.0,271.0,22.0
C,Wichita Falls,2020-05-18,1.0,1.0,0.0,328.0,23.0,256.0,22.0
C,Wichita Falls,2020-05-19,1.0,1.0,0.0,322.0,20.0,266.0,25.0
C,Wichita Falls,2020-05-20,1.0,1.0,0.0,285.0,20.0,297.0,22.0
C,Wichita Falls,2020-05-21,1.0,1.0,0.0,292.0,21.0,301.0,22.0
C,Wichita Falls,2020-05-22,1.0,1.0,0.0,290.0,19.0,293.0,26.0
C,Wichita Falls,2020-05-23,1.0,1.0,0.0,308.0,19.0,292.0,26.0
C,Wichita Falls,2020-05-24,1.0,1.0,0.0,314.0,22.0,292.0,26.0
C,Wichita Falls,2020-05-25,2.0,2.0,0.0,310.0,22.0,287.0,24.0
C,Wichita Falls,2020-05-26,0.0,0.0,0.0,293.0,27.0,304.0,22.0
C,Wichita Falls,2020-05-27,0.0,0.0,0.0,296.0,21.0,315.0,22.0
C,Wichita Falls,2020-05-28,0.0,0.0,0.0,298.0,21.0,320.0,22.0
C,Wichita Falls,2020-05-29,0.0,0.0,0.0,241.0,20.0,333.0,25.0
C,Wichita Falls,2020-05-30,0.0,0.0,0.0,232.0,18.0,328.0,27.0
C,Wichita Falls,2020-05-31,0.0,0.0,0.0,261.0,18.0,323.0,27.0
C,Wichita Falls,2020-06-01,0.0,0.0,0.0,263.0,21.0,306.0,24.0
C,Wichita Falls,2020-06-02,0.0,0.0,0.0,259.0,17.0,266.0,24.0
C,Wichita Falls,2020-06-03,0.0,0.0,0.0,240.0,17.0,280.0,24.0
C,Wichita Falls,2020-06-04,0.0,0.0,0.0,238.0,21.0,282.0,20.0
C,Wichita Falls,2020-06-05,0.0,0.0,0.0,242.0,16.0,259.0,21.0
C,Wichita Falls,2020-06-06,0.0,0.0,0.0,245.0,20.0,278.0,20.0
C,Wichita Falls,2020-06-07,0.0,0.0,0.0,412.0,25.0,579.0,54.0
C,Wichita Falls,2020-06-08,0.0,0.0,0.0,202.0,10.0,230.0,27.0
C,Wichita Falls,2020-06-09,0.0,0.0,0.0,246.0,16.0,282.0,24.0
C,Wichita Falls,2020-06-10,0.0,0.0,0.0,232.0,16.0,327.0,29.0
C,Wichita Falls,2020-06-11,0.0,0.0,0.0,221.0,15.0,333.0,29.0
C,Wichita Falls,2020-06-12,0.0,0.0,0.0,227.0,18.0,355.0,27.0
C,Wichita Falls,2020-06-13,0.0,0.0,0.0,212.0,18.0,350.0,27.0
C,Wichita Falls,2020-06-14,0.0,0.0,0.0,220.0,17.0,279.0,27.0
C,Wichita Falls,2020-06-15,0.0,0.0,0.0,220.0,11.0,296.0,30.0
C,Wichita Falls,2020-06-16,0.0,0.0,0.0,257.0,21.0,315.0,25.0
C,Wichita Falls,2020-06-17,0.0,0.0,0.0,241.0,15.0,332.0,30.0
C,Wichita Falls,2020-06-18,0.0,0.0,0.0,242.0,15.0,332.0,22.0
C,Wichita Falls,2020-06-19,0.0,0.0,0.0,245.0,14.0,325.0,30.0
C,Wichita Falls,2020-06-20,2.0,1.0,1.0,232.0,11.0,303.0,29.0
C,Wichita Falls,2020-06-21,2.0,1.0,1.0,235.0,10.0,301.0,31.0
C,Wichita Falls,2020-06-22,2.0,1.0,1.0,247.0,11.0,299.0,31.0
C,Wichita Falls,2020-06-23,3.0,0.0,3.0,246.0,11.0,282.0,26.0
C,Wichita Falls,2020-06-24,7.0,6.0,1.0,260.0,12.0,323.0,31.0
C,Wichita Falls,2020-06-25,10.0,5.0,5.0,218.0,13.0,340.0,32.0
C,Wichita Falls,2020-06-26,8.0,7.0,1.0,220.0,12.0,338.0,22.0
C,Wichita Falls,2020-06-27,8.0,5.0,3.0,255.0,14.0,333.0,32.0
C,Wichita Falls,2020-06-28,9.0,6.0,3.0,238.0,14.0,318.0,31.0
C,Wichita Falls,2020-06-29,12.0,6.0,6.0,237.0,14.0,307.0,31.0
C,Wichita Falls,2020-06-30,11.0,5.0,6.0,254.0,18.0,300.0,32.0
C,Wichita Falls,2020-07-01,11.0,5.0,6.0,254.0,17.0,310.0,32.0
C,Wichita Falls,2020-07-02,10.0,6.0,4.0,238.0,16.0,330.0,32.0
C,Wichita Falls,2020-07-03,10.0,6.0,4.0,241.0,13.0,332.0,32.0
C,Wichita Falls,2020-07-04,10.0,6.0,4.0,229.0,13.0,331.0,32.0
C,Wichita Falls,2020-07-05,19.0,13.0,6.0,240.0,15.0,313.0,32.0
C,Wichita Falls,2020-07-06,21.0,16.0,5.0,264.0,12.0,294.0,33.0
C,Wichita Falls,2020-07-07,22.0,17.0,5.0,243.0,15.0,239.0,31.0
C,Wichita Falls,2020-07-08,28.0,23.0,5.0,218.0,14.0,335.0,32.0
C,Wichita Falls,2020-07-09,33.0,27.0,6.0,218.0,15.0,346.0,30.0
C,Wichita Falls,2020-07-10,32.0,23.0,9.0,228.0,15.0,347.0,31.0
C,Wichita Falls,2020-07-11,35.0,26.0,9.0,237.0,14.0,306.0,27.0
C,Wichita Falls,2020-07-12,35.0,26.0,9.0,239.0,15.0,299.0,27.0
C,Wichita Falls,2020-07-13,35.0,26.0,9.0,248.0,16.0,299.0,27.0
C,Wichita Falls,2020-07-14,33.0,22.0,11.0,248.0,18.0,316.0,34.0
C,Wichita Falls,2020-07-15,34.0,23.0,11.0,237.0,14.0,247.0,34.0
C,Wichita Falls,2020-07-16,40.0,28.0,12.0,215.0,13.0,285.0,27.0
C,Wichita Falls,2020-07-17,43.0,31.0,12.0,208.0,12.0,269.0,29.0
C,Wichita Falls,2020-07-18,40.0,28.0,12.0,233.0,15.0,287.0,29.0
C,Wichita Falls,2020-07-19,41.0,31.0,10.0,249.0,15.0,343.0,29.0
C,Wichita Falls,2020-07-20,40.0,30.0,10.0,239.0,14.0,344.0,29.0
C,Wichita Falls,2020-07-21,41.0,31.0,10.0,227.0,14.0,315.0,27.0
C,Wichita Falls,2020-07-22,38.0,26.0,12.0,238.0,16.0,336.0,28.0
C,Wichita Falls,2020-07-23,52.0,28.0,24.0,243.0,11.0,487.0,30.0
C,Wichita Falls,2020-07-24,46.0,24.0,22.0,298.0,10.0,656.0,59.0
C,Wichita Falls,2020-07-25,44.0,23.0,21.0,336.0,16.0,724.0,52.0
C,Wichita Falls,2020-07-26,51.0,30.0,21.0,237.0,14.0,347.0,36.0
C,Wichita Falls,2020-07-27,39.0,23.0,16.0,232.0,16.0,347.0,52.0
C,Wichita Falls,2020-07-28,36.0,20.0,16.0,345.0,17.0,665.0,51.0
C,Wichita Falls,2020-07-29,36.0,20.0,16.0,318.0,17.0,350.0,50.0
C,Wichita Falls,2020-07-30,34.0,22.0,12.0,266.0,11.0,351.0,24.0
C,Wichita Falls,2020-07-31,42.0,30.0,12.0,323.0,18.0,332.0,21.0
C,Wichita Falls,2020-08-01,38.0,26.0,12.0,318.0,19.0,327.0,20.0
C,Wichita Falls,2020-08-02,40.0,27.0,13.0,318.0,18.0,311.0,22.0
C,Wichita Falls,2020-08-03,45.0,31.0,14.0,333.0,16.0,305.0,22.0
C,Wichita Falls,2020-08-04,44.0,27.0,17.0,348.0,17.0,308.0,21.0
C,Wichita Falls,2020-08-05,46.0,27.0,19.0,307.0,12.0,333.0,26.0
C,Wichita Falls,2020-08-06,51.0,31.0,20.0,308.0,10.0,345.0,28.0
C,Wichita Falls,2020-08-07,44.0,24.0,20.0,302.0,8.0,344.0,31.0
C,Wichita Falls,2020-08-08,43.0,22.0,21.0,299.0,9.0,333.0,29.0
C,Wichita Falls,2020-08-09,46.0,25.0,21.0,310.0,12.0,323.0,28.0
C,Wichita Falls,2020-08-10,44.0,26.0,18.0,297.0,16.0,321.0,24.0
C,Wichita Falls,2020-08-11,45.0,26.0,19.0,314.0,16.0,314.0,26.0
C,Wichita Falls,2020-08-12,45.0,27.0,18.0,286.0,11.0,349.0,25.0
C,Wichita Falls,2020-08-13,44.0,25.0,19.0,298.0,12.0,349.0,25.0
C,Wichita Falls,2020-08-14,45.0,25.0,20.0,304.0,11.0,351.0,28.0
C,Wichita Falls,2020-08-15,42.0,24.0,18.0,310.0,13.0,354.0,26.0
C,Wichita Falls,2020-08-16,46.0,26.0,20.0,306.0,11.0,354.0,28.0
C,Wichita Falls,2020-08-17,47.0,29.0,18.0,302.0,12.0,370.0,27.0
C,Wichita Falls,2020-08-18,45.0,27.0,18.0,305.0,13.0,360.0,26.0
C,Wichita Falls,2020-08-19,47.0,31.0,16.0,313.0,13.0,356.0,26.0
C,Wichita Falls,2020-08-20,46.0,29.0,17.0,310.0,11.0,338.0,31.0
C,Wichita Falls,2020-08-21,47.0,30.0,17.0,304.0,11.0,346.0,31.0
C,Wichita Falls,2020-08-22,45.0,30.0,15.0,314.0,11.0,345.0,31.0
C,Wichita Falls,2020-08-23,35.0,29.0,6.0,311.0,9.0,346.0,31.0
C,Wichita Falls,2020-08-24,41.0,22.0,19.0,321.0,9.0,329.0,33.0
C,Wichita Falls,2020-08-25,26.0,19.0,7.0,324.0,15.0,336.0,27.0
C,Wichita Falls,2020-08-26,23.0,16.0,7.0,318.0,10.0,342.0,32.0
C,Wichita Falls,2020-08-27,24.0,18.0,6.0,322.0,12.0,352.0,32.0
C,Wichita Falls,2020-08-28,27.0,21.0,6.0,316.0,11.0,353.0,31.0
C,Wichita Falls,2020-08-29,21.0,15.0,6.0,319.0,14.0,366.0,28.0
C,Wichita Falls,2020-08-30,24.0,19.0,5.0,327.0,17.0,358.0,24.0
C,Wichita Falls,2020-08-31,22.0,17.0,5.0,328.0,14.0,366.0,28.0
C,Wichita Falls,2020-09-01,29.0,23.0,6.0,327.0,14.0,335.0,28.0
C,Wichita Falls,2020-09-02,28.0,24.0,4.0,314.0,16.0,356.0,26.0
C,Wichita Falls,2020-09-03,29.0,25.0,4.0,308.0,15.0,362.0,27.0
C,Wichita Falls,2020-09-04,25.0,21.0,4.0,308.0,15.0,364.0,24.0
C,Wichita Falls,2020-09-05,24.0,22.0,2.0,299.0,15.0,345.0,24.0
C,Wichita Falls,2020-09-06,26.0,24.0,2.0,308.0,12.0,346.0,27.0
C,Wichita Falls,2020-09-07,29.0,25.0,4.0,331.0,19.0,341.0,24.0
C,Wichita Falls,2020-09-08,26.0,24.0,2.0,321.0,20.0,332.0,23.0
C,Wichita Falls,2020-09-09,33.0,28.0,5.0,318.0,15.0,348.0,28.0
C,Wichita Falls,2020-09-10,34.0,29.0,5.0,349.0,15.0,348.0,28.0
C,Wichita Falls,2020-09-11,29.0,25.0,4.0,315.0,15.0,349.0,29.0
C,Wichita Falls,2020-09-12,31.0,25.0,6.0,317.0,14.0,348.0,32.0
C,Wichita Falls,2020-09-13,28.0,22.0,6.0,324.0,13.0,333.0,33.0
C,Wichita Falls,2020-09-14,27.0,21.0,6.0,313.0,11.0,348.0,33.0
C,Wichita Falls,2020-09-15,31.0,23.0,8.0,308.0,12.0,346.0,34.0
C,Wichita Falls,2020-09-16,31.0,23.0,8.0,288.0,12.0,374.0,34.0
C,Wichita Falls,2020-09-17,36.0,27.0,9.0,281.0,11.0,386.0,35.0
C,Wichita Falls,2020-09-18,39.0,30.0,9.0,282.0,10.0,381.0,36.0
C,Wichita Falls,2020-09-19,29.0,22.0,7.0,279.0,11.0,386.0,28.0
D,Abilene,2020-04-12,6.0,4.0,2.0,479.0,36.0,214.0,
D,Abilene,2020-04-13,7.0,4.0,3.0,478.0,36.0,146.0,
D,Abilene,2020-04-14,2.0,2.0,0.0,498.0,27.0,268.0,
D,Abilene,2020-04-15,6.0,3.0,3.0,451.0,13.0,271.0,
D,Abilene,2020-04-16,5.0,2.0,3.0,460.0,23.0,274.0,
D,Abilene,2020-04-17,8.0,6.0,2.0,453.0,26.0,258.0,
D,Abilene,2020-04-18,3.0,2.0,1.0,444.0,20.0,240.0,
D,Abilene,2020-04-19,10.0,8.0,2.0,450.0,23.0,216.0,
D,Abilene,2020-04-20,6.0,4.0,2.0,443.0,22.0,178.0,
D,Abilene,2020-04-21,7.0,5.0,2.0,420.0,21.0,301.0,
D,Abilene,2020-04-22,11.0,8.0,3.0,436.0,23.0,398.0,
D,Abilene,2020-04-23,9.0,6.0,3.0,427.0,23.0,434.0,41.0
D,Abilene,2020-04-24,9.0,4.0,5.0,450.0,22.0,416.0,36.0
D,Abilene,2020-04-25,6.0,13.0,3.0,438.0,21.0,434.0,33.0
D,Abilene,2020-04-26,6.0,1.0,5.0,436.0,19.0,413.0,36.0
D,Abilene,2020-04-27,7.0,4.0,3.0,437.0,19.0,414.0,34.0
D,Abilene,2020-04-28,6.0,3.0,3.0,457.0,18.0,424.0,39.0
D,Abilene,2020-04-29,4.0,1.0,3.0,456.0,13.0,428.0,41.0
D,Abilene,2020-04-30,4.0,1.0,3.0,455.0,14.0,432.0,45.0
D,Abilene,2020-05-01,4.0,2.0,2.0,454.0,14.0,410.0,37.0
D,Abilene,2020-05-02,4.0,3.0,1.0,415.0,25.0,436.0,33.0
D,Abilene,2020-05-03,6.0,5.0,1.0,433.0,27.0,421.0,31.0
D,Abilene,2020-05-04,4.0,1.0,3.0,434.0,30.0,424.0,28.0
D,Abilene,2020-05-05,5.0,4.0,1.0,414.0,24.0,422.0,33.0
D,Abilene,2020-05-06,3.0,3.0,0.0,412.0,21.0,455.0,32.0
D,Abilene,2020-05-07,3.0,3.0,0.0,422.0,30.0,463.0,28.0
D,Abilene,2020-05-08,2.0,2.0,0.0,414.0,30.0,463.0,30.0
D,Abilene,2020-05-09,1.0,1.0,0.0,424.0,25.0,453.0,31.0
D,Abilene,2020-05-10,3.0,2.0,1.0,415.0,25.0,328.0,25.0
D,Abilene,2020-05-11,5.0,3.0,2.0,405.0,21.0,406.0,29.0
D,Abilene,2020-05-12,4.0,2.0,2.0,410.0,30.0,406.0,30.0
D,Abilene,2020-05-13,3.0,2.0,1.0,360.0,31.0,456.0,30.0
D,Abilene,2020-05-14,4.0,2.0,2.0,384.0,19.0,465.0,33.0
D,Abilene,2020-05-15,3.0,1.0,2.0,388.0,20.0,474.0,37.0
D,Abilene,2020-05-16,3.0,1.0,2.0,393.0,16.0,443.0,40.0
D,Abilene,2020-05-17,3.0,1.0,2.0,370.0,15.0,284.0,24.0
D,Abilene,2020-05-18,3.0,1.0,2.0,466.0,25.0,419.0,30.0
D,Abilene,2020-05-19,4.0,2.0,2.0,453.0,25.0,419.0,30.0
D,Abilene,2020-05-20,4.0,2.0,2.0,437.0,17.0,474.0,41.0
D,Abilene,2020-05-21,7.0,2.0,5.0,424.0,19.0,503.0,36.0
D,Abilene,2020-05-22,3.0,1.0,2.0,437.0,20.0,500.0,33.0
D,Abilene,2020-05-23,3.0,1.0,2.0,436.0,22.0,495.0,31.0
D,Abilene,2020-05-24,4.0,2.0,2.0,282.0,24.0,490.0,34.0
D,Abilene,2020-05-25,5.0,2.0,3.0,429.0,19.0,485.0,34.0
D,Abilene,2020-05-26,4.0,2.0,2.0,423.0,16.0,344.0,40.0
D,Abilene,2020-05-27,1.0,0.0,1.0,419.0,17.0,347.0,37.0
D,Abilene,2020-05-28,1.0,0.0,1.0,424.0,17.0,364.0,41.0
D,Abilene,2020-05-29,2.0,1.0,1.0,473.0,17.0,491.0,37.0
D,Abilene,2020-05-30,2.0,1.0,1.0,419.0,24.0,466.0,32.0
D,Abilene,2020-05-31,3.0,2.0,1.0,447.0,29.0,450.0,30.0
D,Abilene,2020-06-01,2.0,1.0,1.0,413.0,30.0,481.0,31.0
D,Abilene,2020-06-02,1.0,1.0,0.0,407.0,28.0,419.0,31.0
D,Abilene,2020-06-03,1.0,1.0,0.0,349.0,13.0,414.0,26.0
D,Abilene,2020-06-04,1.0,1.0,0.0,333.0,12.0,424.0,26.0
D,Abilene,2020-06-05,1.0,1.0,0.0,336.0,14.0,400.0,24.0
D,Abilene,2020-06-06,1.0,1.0,0.0,405.0,20.0,484.0,32.0
D,Abilene,2020-06-07,0.0,0.0,0.0,386.0,26.0,475.0,33.0
D,Abilene,2020-06-08,1.0,0.0,1.0,355.0,24.0,368.0,32.0
D,Abilene,2020-06-09,1.0,0.0,1.0,493.0,27.0,456.0,31.0
D,Abilene,2020-06-10,1.0,0.0,1.0,463.0,24.0,529.0,36.0
D,Abilene,2020-06-11,0.0,0.0,0.0,372.0,17.0,463.0,24.0
D,Abilene,2020-06-12,0.0,0.0,0.0,403.0,12.0,463.0,32.0
D,Abilene,2020-06-13,0.0,0.0,0.0,354.0,7.0,435.0,28.0
D,Abilene,2020-06-14,1.0,0.0,1.0,402.0,28.0,384.0,35.0
D,Abilene,2020-06-15,0.0,0.0,0.0,316.0,20.0,307.0,19.0
D,Abilene,2020-06-16,1.0,1.0,0.0,376.0,17.0,346.0,21.0
D,Abilene,2020-06-17,1.0,1.0,0.0,452.0,24.0,532.0,35.0
D,Abilene,2020-06-18,1.0,1.0,0.0,441.0,19.0,535.0,36.0
D,Abilene,2020-06-19,2.0,1.0,1.0,456.0,24.0,542.0,36.0
D,Abilene,2020-06-20,1.0,0.0,1.0,384.0,8.0,458.0,29.0
D,Abilene,2020-06-21,1.0,0.0,1.0,399.0,15.0,434.0,30.0
D,Abilene,2020-06-22,2.0,0.0,2.0,387.0,11.0,424.0,30.0
D,Abilene,2020-06-23,5.0,1.0,4.0,434.0,17.0,397.0,41.0
D,Abilene,2020-06-24,5.0,1.0,4.0,439.0,20.0,547.0,43.0
D,Abilene,2020-06-25,6.0,1.0,5.0,430.0,16.0,555.0,43.0
D,Abilene,2020-06-26,8.0,3.0,5.0,455.0,19.0,568.0,42.0
D,Abilene,2020-06-27,7.0,2.0,5.0,453.0,18.0,569.0,45.0
D,Abilene,2020-06-28,9.0,3.0,6.0,461.0,24.0,546.0,38.0
D,Abilene,2020-06-29,9.0,3.0,6.0,398.0,14.0,407.0,40.0
D,Abilene,2020-06-30,10.0,2.0,8.0,424.0,15.0,495.0,39.0
D,Abilene,2020-07-01,10.0,1.0,9.0,435.0,16.0,529.0,38.0
D,Abilene,2020-07-02,10.0,2.0,8.0,387.0,8.0,482.0,33.0
D,Abilene,2020-07-03,13.0,4.0,9.0,380.0,8.0,506.0,31.0
D,Abilene,2020-07-04,18.0,9.0,9.0,427.0,19.0,474.0,46.0
D,Abilene,2020-07-05,22.0,13.0,9.0,429.0,22.0,436.0,40.0
D,Abilene,2020-07-06,33.0,22.0,11.0,307.0,17.0,401.0,41.0
D,Abilene,2020-07-07,22.0,10.0,12.0,465.0,24.0,430.0,47.0
D,Abilene,2020-07-08,24.0,12.0,12.0,475.0,23.0,521.0,47.0
D,Abilene,2020-07-09,24.0,12.0,12.0,468.0,22.0,549.0,49.0
D,Abilene,2020-07-10,20.0,13.0,7.0,324.0,9.0,475.0,29.0
D,Abilene,2020-07-11,22.0,15.0,7.0,391.0,9.0,452.0,30.0
D,Abilene,2020-07-12,34.0,21.0,13.0,439.0,14.0,545.0,45.0
D,Abilene,2020-07-13,38.0,23.0,15.0,451.0,25.0,489.0,41.0
D,Abilene,2020-07-14,34.0,25.0,9.0,460.0,22.0,519.0,46.0
D,Abilene,2020-07-15,31.0,22.0,9.0,405.0,9.0,470.0,37.0
D,Abilene,2020-07-16,28.0,19.0,9.0,399.0,9.0,455.0,34.0
D,Abilene,2020-07-17,26.0,16.0,10.0,363.0,10.0,464.0,28.0
D,Abilene,2020-07-18,29.0,17.0,12.0,413.0,20.0,491.0,42.0
D,Abilene,2020-07-19,40.0,25.0,15.0,467.0,17.0,477.0,45.0
D,Abilene,2020-07-20,30.0,16.0,14.0,451.0,26.0,450.0,40.0
D,Abilene,2020-07-21,31.0,15.0,16.0,502.0,27.0,495.0,46.0
D,Abilene,2020-07-22,29.0,15.0,14.0,462.0,21.0,484.0,50.0
D,Abilene,2020-07-23,60.0,24.0,36.0,706.0,35.0,1021.0,94.0
D,Abilene,2020-07-24,63.0,26.0,37.0,805.0,44.0,1075.0,83.0
D,Abilene,2020-07-25,61.0,29.0,32.0,779.0,41.0,1081.0,80.0
D,Abilene,2020-07-26,57.0,29.0,28.0,604.0,29.0,467.0,39.0
D,Abilene,2020-07-27,58.0,31.0,27.0,691.0,56.0,467.0,75.0
D,Abilene,2020-07-28,47.0,34.0,13.0,361.0,20.0,967.0,84.0
D,Abilene,2020-07-29,54.0,32.0,22.0,311.0,9.0,503.0,89.0
D,Abilene,2020-07-30,61.0,32.0,28.0,277.0,11.0,579.0,46.0
D,Abilene,2020-07-31,66.0,28.0,37.0,293.0,10.0,573.0,49.0
D,Abilene,2020-08-01,61.0,25.0,36.0,319.0,20.0,550.0,148.0
D,Abilene,2020-08-02,55.0,21.0,34.0,332.0,24.0,505.0,38.0
D,Abilene,2020-08-03,61.0,23.0,38.0,341.0,18.0,476.0,46.0
D,Abilene,2020-08-04,58.0,18.0,40.0,365.0,18.0,495.0,52.0
D,Abilene,2020-08-05,65.0,20.0,45.0,345.0,19.0,541.0,56.0
D,Abilene,2020-08-06,66.0,22.0,44.0,343.0,9.0,546.0,57.0
D,Abilene,2020-08-07,62.0,20.0,42.0,325.0,9.0,559.0,53.0
D,Abilene,2020-08-08,60.0,20.0,40.0,285.0,4.0,561.0,47.0
D,Abilene,2020-08-09,51.0,17.0,34.0,316.0,10.0,488.0,43.0
D,Abilene,2020-08-10,43.0,15.0,28.0,310.0,7.0,464.0,41.0
D,Abilene,2020-08-11,47.0,15.0,32.0,337.0,7.0,471.0,44.0
D,Abilene,2020-08-12,43.0,13.0,30.0,344.0,11.0,508.0,48.0
D,Abilene,2020-08-13,45.0,13.0,32.0,332.0,9.0,532.0,51.0
D,Abilene,2020-08-14,47.0,9.0,38.0,328.0,7.0,521.0,57.0
D,Abilene,2020-08-15,46.0,13.0,33.0,307.0,6.0,530.0,49.0
D,Abilene,2020-08-16,42.0,16.0,26.0,320.0,7.0,489.0,50.0
D,Abilene,2020-08-17,41.0,14.0,27.0,318.0,11.0,499.0,45.0
D,Abilene,2020-08-18,36.0,11.0,25.0,342.0,23.0,504.0,48.0
D,Abilene,2020-08-19,30.0,9.0,21.0,332.0,7.0,551.0,43.0
D,Abilene,2020-08-20,34.0,9.0,25.0,344.0,8.0,546.0,45.0
D,Abilene,2020-08-21,33.0,13.0,20.0,331.0,14.0,527.0,39.0
D,Abilene,2020-08-22,39.0,13.0,26.0,313.0,14.0,542.0,40.0
D,Abilene,2020-08-23,23.0,13.0,10.0,317.0,12.0,493.0,40.0
D,Abilene,2020-08-24,40.0,13.0,27.0,325.0,11.0,447.0,40.0
D,Abilene,2020-08-25,29.0,13.0,16.0,350.0,11.0,445.0,42.0
D,Abilene,2020-08-26,27.0,12.0,15.0,380.0,12.0,478.0,42.0
D,Abilene,2020-08-27,27.0,12.0,15.0,363.0,15.0,474.0,43.0
D,Abilene,2020-08-28,23.0,10.0,13.0,659.0,15.0,523.0,38.0
D,Abilene,2020-08-29,26.0,12.0,14.0,320.0,1.0,551.0,51.0
D,Abilene,2020-08-30,27.0,14.0,13.0,305.0,4.0,540.0,51.0
D,Abilene,2020-08-31,29.0,14.0,15.0,309.0,4.0,475.0,52.0
D,Abilene,2020-09-01,30.0,15.0,15.0,291.0,4.0,460.0,47.0
D,Abilene,2020-09-02,36.0,18.0,18.0,300.0,3.0,551.0,49.0
D,Abilene,2020-09-03,37.0,17.0,19.0,299.0,5.0,548.0,46.0
D,Abilene,2020-09-04,31.0,15.0,15.0,306.0,9.0,539.0,41.0
D,Abilene,2020-09-05,30.0,16.0,14.0,311.0,7.0,508.0,40.0
D,Abilene,2020-09-06,23.0,11.0,12.0,333.0,6.0,451.0,43.0
D,Abilene,2020-09-07,26.0,13.0,13.0,334.0,8.0,394.0,39.0
D,Abilene,2020-09-08,25.0,13.0,12.0,321.0,8.0,401.0,42.0
D,Abilene,2020-09-09,28.0,16.0,12.0,312.0,6.0,468.0,47.0
D,Abilene,2020-09-10,30.0,18.0,12.0,338.0,9.0,528.0,42.0
D,Abilene,2020-09-11,27.0,18.0,9.0,335.0,9.0,527.0,35.0
D,Abilene,2020-09-12,27.0,18.0,9.0,347.0,11.0,525.0,32.0
D,Abilene,2020-09-13,29.0,17.0,12.0,316.0,9.0,469.0,40.0
D,Abilene,2020-09-14,30.0,17.0,13.0,323.0,7.0,463.0,35.0
D,Abilene,2020-09-15,29.0,16.0,13.0,328.0,11.0,467.0,40.0
D,Abilene,2020-09-16,31.0,18.0,13.0,349.0,13.0,480.0,34.0
D,Abilene,2020-09-17,32.0,19.0,13.0,324.0,6.0,541.0,45.0
D,Abilene,2020-09-18,31.0,18.0,13.0,318.0,3.0,551.0,47.0
D,Abilene,2020-09-19,28.0,19.0,9.0,357.0,9.0,523.0,36.0
E,Dallas/Ft. Worth,2020-04-12,369.0,208.0,161.0,5095.0,623.0,7347.0,
