state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InpatBeds_Occ_AnyPat_LoCI,InpatBeds_Occ_AnyPat_UpCI,InpatBeds_Occ_AnyPat_Est_Avail,InBedsOccAnyPat__Numbeds_Est,InBedsOccAnyPat__Numbeds_LoCI,InBedsOccAnyPat__Numbeds_UpCI,InpatBeds_Occ_COVID_Est,InpatBeds_Occ_COVID_LoCI,InpatBeds_Occ_COVID_UpCI,InBedsOccCOVID__Numbeds_Est,InBedsOccCOVID__Numbeds_LoCI,InBedsOccCOVID__Numbeds_UpCI,ICUBeds_Occ_AnyPat_Est,ICUBeds_Occ_AnyPat_LoCI,ICUBeds_Occ_AnyPat_UpCI,ICUBeds_Occ_AnyPat_Est_Avail,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,Notes
Two-letter state abbreviation,State name,Day for which estimate is made,"Hospital inpatient bed occupancy, estimate","Hospital inpatient bed occupancy, lower 95% CI","Hospital inpatient bed occupancy, upper 95% CI","Hospital inpatient beds available, estimate","Hospital inpatient bed occupancy, percent estimate (percent of inpatient beds)","Hospital inpatient bed occupancy, lower 95% CI (percent of inpatient beds)","Hospital inpatient bed occupancy, upper 95% CI (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19,  estimate","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, lower 95% CI","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, upper 95% CI","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, percent estimate (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, lower 95% CI (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, upper 95% CI (percent of inpatient beds)","ICU bed occupancy, estimate","ICU bed occupancy, lower 95% CI","ICU bed occupancy, upper 95% CI","ICU beds available, estimate","ICU bed occupancy, percent estimate (percent of ICU beds)","ICU bed occupancy, lower 95% CI (percent of ICU beds)","ICU bed occupancy, upper 95% CI (percent of ICU beds)",This file contains National and State representative estimates from the CDC National Healthcare Safety Network (NHSN).
AL,Alabama,21APR2020,9072,5067,13077,6055,60.0,53.7,66.3,816,394,1238,5.4,3.6,7.2,1374,654,2093,684,66.8,61.0,72.5,
AL,Alabama,22APR2020,9313,5227,13399,5985,60.9,54.7,67.1,831,407,1255,5.4,3.5,7.3,1420,625,2215,672,67.9,61.8,73.9,
AL,Alabama,23APR2020,9325,5197,13453,5932,61.1,54.7,67.5,828,409,1248,5.4,3.7,7.2,1475,641,2309,614,70.6,63.4,77.8,
AL,Alabama,24APR2020,9339,5189,13489,5919,61.2,55.1,67.3,809,387,1232,5.3,3.4,7.2,1448,626,2271,637,69.4,59.0,79.9,
AL,Alabama,25APR2020,9149,5018,13280,6047,60.2,53.9,66.5,832,442,1222,5.5,3.9,7.1,1456,626,2287,600,70.8,63.1,78.5,
AL,Alabama,26APR2020,8697,4802,12591,6378,57.7,50.8,64.6,811,440,1182,5.4,3.8,6.9,1348,577,2118,718,65.2,55.6,74.9,
AL,Alabama,27APR2020,8703,4878,12529,6301,58.0,51.1,64.9,954,498,1409,6.4,4.4,8.3,1478,628,2328,580,71.8,63.0,80.6,
AL,Alabama,28APR2020,8814,4969,12659,6199,58.7,52.3,65.1,863,454,1273,5.8,4.0,7.5,1450,671,2230,614,70.2,61.1,79.4,
AL,Alabama,29APR2020,9246,5171,13321,5985,60.7,53.9,67.6,952,472,1432,6.3,4.2,8.3,1477,679,2274,601,71.1,61.8,80.4,
AL,Alabama,30APR2020,9190,4974,13407,5849,61.1,53.4,68.8,1032,412,1653,6.9,3.9,9.9,1457,649,2265,589,71.2,63.9,78.5,
AL,Alabama,01MAY2020,9175,4936,13414,5922,60.8,53.2,68.3,1086,448,1725,7.2,4.1,10.3,1457,636,2277,582,71.5,63.8,79.2,
AL,Alabama,02MAY2020,8744,4627,12862,6265,58.3,49.7,66.8,1076,456,1696,7.2,4.2,10.2,1413,598,2228,625,69.3,58.6,80.1,
AL,Alabama,03MAY2020,8897,4578,13215,6096,59.3,49.6,69.1,1099,473,1726,7.3,4.3,10.4,1428,625,2232,634,69.3,59.5,79.1,
AL,Alabama,04MAY2020,9163,4982,13344,5993,60.5,52.8,68.2,1147,463,1832,7.6,4.2,10.9,1471,640,2302,582,71.7,61.3,82.0,
AL,Alabama,05MAY2020,9845,5101,14590,5534,64.0,56.1,72.0,1113,438,1787,7.2,4.0,10.5,1477,582,2373,547,73.0,62.9,83.1,
AL,Alabama,06MAY2020,10071,5176,14965,5311,65.5,56.8,74.2,1016,471,1561,6.6,4.2,9.0,1502,577,2426,550,73.2,65.0,81.4,
AL,Alabama,07MAY2020,10094,5159,15029,5253,65.8,57.4,74.2,1019,443,1594,6.6,3.9,9.4,1463,534,2393,575,71.8,63.3,80.3,
AL,Alabama,08MAY2020,9963,5199,14728,5395,64.9,56.4,73.3,938,466,1410,6.1,3.9,8.3,1489,601,2376,569,72.4,63.7,81.0,
AL,Alabama,09MAY2020,8936,4849,13023,6306,58.6,51.8,65.4,893,410,1375,5.9,3.6,8.1,1481,595,2367,579,71.9,62.7,81.1,
AL,Alabama,10MAY2020,9087,4663,13511,6138,59.7,50.8,68.6,890,395,1385,5.8,3.6,8.1,1437,569,2304,622,69.8,60.2,79.4,
AL,Alabama,11MAY2020,9440,4905,13975,5818,61.9,53.9,69.8,898,426,1370,5.9,3.6,8.2,1539,619,2459,530,74.4,65.8,83.0,
AL,Alabama,12MAY2020,9848,5210,14486,5416,64.5,57.5,71.6,958,450,1465,6.3,3.7,8.9,1537,622,2453,560,73.3,65.4,81.2,
AL,Alabama,13MAY2020,10154,5308,14999,5131,66.4,59.1,73.7,937,452,1422,6.1,3.7,8.5,1557,655,2458,551,73.9,67.6,80.2,
AL,Alabama,14MAY2020,10120,5190,15049,5217,66.0,58.4,73.6,943,383,1504,6.2,3.3,9.0,1569,627,2510,500,75.8,68.6,83.1,
AL,Alabama,15MAY2020,10027,5075,14980,5324,65.3,57.1,73.5,959,380,1538,6.2,3.4,9.1,1520,613,2427,552,73.3,66.7,80.0,
AL,Alabama,16MAY2020,9537,4871,14204,5769,62.3,55.5,69.2,886,409,1363,5.8,3.6,8.0,1501,585,2417,573,72.4,63.7,81.1,
AL,Alabama,17MAY2020,9147,4640,13654,6034,60.3,52.9,67.6,960,435,1485,6.3,3.8,8.8,1375,535,2215,673,67.1,60.0,74.3,
AL,Alabama,18MAY2020,9547,4786,14308,5684,62.7,54.7,70.6,967,426,1507,6.3,3.7,8.9,1425,551,2298,616,69.8,61.9,77.7,
AL,Alabama,19MAY2020,9997,4999,14995,5308,65.3,56.5,74.2,920,442,1397,6.0,3.8,8.2,1515,559,2472,535,73.9,65.0,82.9,
AL,Alabama,20MAY2020,10304,5129,15479,4992,67.4,58.6,76.1,907,423,1391,5.9,3.8,8.0,1588,613,2563,465,77.3,69.2,85.5,
AL,Alabama,21MAY2020,10589,5323,15854,4693,69.3,60.2,78.3,1017,477,1557,6.7,4.2,9.1,1572,608,2535,476,76.8,69.4,84.2,
AL,Alabama,22MAY2020,10308,5048,15569,4908,67.7,58.4,77.1,1002,434,1570,6.6,4.0,9.2,1485,566,2403,539,73.4,66.3,80.5,
AL,Alabama,23MAY2020,9534,4842,14226,5486,63.5,56.2,70.7,939,481,1397,6.3,4.1,8.4,1407,560,2255,590,70.4,63.8,77.1,
AL,Alabama,24MAY2020,9607,4895,14319,5594,63.2,56.7,69.7,1000,482,1518,6.6,4.1,9.0,1440,517,2362,583,71.2,58.1,84.2,
AL,Alabama,25MAY2020,9542,4861,14223,5420,63.8,56.7,70.9,1026,446,1605,6.9,3.8,9.9,1451,537,2366,535,73.1,66.0,80.2,
AL,Alabama,26MAY2020,9910,5029,14792,5240,65.4,58.0,72.8,1057,381,1733,7.0,3.4,10.5,1415,524,2307,596,70.4,63.1,77.6,
AL,Alabama,27MAY2020,10285,4824,15746,4463,69.7,60.5,79.0,1145,538,1752,7.8,5.0,10.5,1422,440,2405,510,73.6,62.7,84.5,
AL,Alabama,28MAY2020,9943,4237,15650,4267,70.0,60.1,79.9,1126,536,1716,7.9,4.9,10.9,1384,443,2324,507,73.2,61.0,85.3,
AL,Alabama,29MAY2020,10017,4553,15482,4393,69.5,60.2,78.8,1043,419,1668,7.2,4.2,10.3,1320,395,2245,443,74.9,64.9,84.9,
AL,Alabama,30MAY2020,10167,5166,15167,5101,66.6,59.4,73.8,987,473,1501,6.5,4.1,8.9,1498,569,2427,544,73.3,64.5,82.2,
AL,Alabama,31MAY2020,9849,4960,14739,5649,63.6,56.4,70.7,1018,482,1555,6.6,4.2,8.9,1462,538,2386,541,73.0,65.0,81.0,
AL,Alabama,01JUN2020,9843,4938,14747,5521,64.1,55.8,72.3,1073,495,1651,7.0,4.3,9.7,1454,500,2409,533,73.2,63.8,82.6,
AL,Alabama,02JUN2020,10500,5307,15694,5036,67.6,59.6,75.6,1112,516,1708,7.2,4.4,9.9,1518,571,2465,503,75.1,67.9,82.4,
AL,Alabama,03JUN2020,10841,4997,16684,4586,70.3,61.9,78.6,1054,441,1667,6.8,4.1,9.6,1654,552,2757,376,81.5,76.1,86.8,
AL,Alabama,04JUN2020,11215,5569,16862,4369,72.0,63.8,80.2,957,503,1411,6.1,4.1,8.2,1552,584,2519,549,73.9,63.4,84.4,
AL,Alabama,05JUN2020,11041,5517,16564,4883,69.3,60.8,77.9,915,512,1318,5.7,4.1,7.4,1726,626,2827,557,75.6,69.3,81.9,
AL,Alabama,06JUN2020,10544,5281,15808,5145,67.2,59.3,75.2,955,524,1386,6.1,4.0,8.2,1684,594,2775,583,74.3,67.8,80.8,
AL,Alabama,07JUN2020,10435,5345,15526,5186,66.8,59.2,74.4,932,511,1353,6.0,4.0,7.9,1634,595,2674,615,72.7,66.4,79.0,
AL,Alabama,08JUN2020,10217,5163,15270,4844,67.8,60.0,75.7,996,547,1446,6.6,4.4,8.8,1535,523,2547,500,75.4,68.8,82.1,
AL,Alabama,09JUN2020,10764,5432,16096,4320,71.4,64.1,78.6,1033,578,1488,6.8,4.5,9.2,1546,503,2589,484,76.2,67.9,84.4,
AL,Alabama,10JUN2020,11157,5406,16907,3974,73.7,66.3,81.2,1047,521,1573,6.9,4.4,9.5,1563,467,2658,422,78.7,71.5,85.9,
AL,Alabama,11JUN2020,12205,5715,18696,3959,75.5,68.3,82.7,1068,564,1573,6.6,4.4,8.8,1874,580,3167,517,78.4,70.2,86.5,
AL,Alabama,12JUN2020,11509,5403,17616,4259,73.0,64.5,81.5,1050,566,1533,6.7,4.5,8.8,1741,503,2978,502,77.6,69.1,86.2,
AL,Alabama,13JUN2020,10944,5012,16877,4740,69.8,60.6,79.0,957,489,1425,6.1,3.9,8.3,1748,507,2989,500,77.8,69.1,86.4,
AL,Alabama,14JUN2020,10573,4884,16263,5074,67.6,58.6,76.5,988,502,1473,6.3,4.0,8.6,1749,516,2982,494,78.0,69.4,86.6,
AL,Alabama,15JUN2020,10700,4995,16406,5023,68.1,59.5,76.6,1023,517,1529,6.5,4.2,8.8,1754,548,2959,495,78.0,70.8,85.1,
AL,Alabama,16JUN2020,11463,5353,17573,4248,73.0,64.1,81.9,1108,578,1638,7.1,4.6,9.5,1736,553,2918,491,77.9,70.8,85.1,
AR,Arkansas,01APR2020,4885,2126,7643,5114,48.9,42.4,55.3,354,148,560,3.5,2.4,4.7,959,201,1717,732,56.7,35.9,77.5,
AR,Arkansas,02APR2020,5435,2297,8573,5858,48.1,43.1,53.1,331,133,530,2.9,1.6,4.3,1271,108,2433,1265,50.1,37.0,63.3,
AR,Arkansas,03APR2020,5069,2209,7929,5812,46.6,41.4,51.8,321,152,491,3.0,1.6,4.3,1215,118,2313,1232,49.7,37.8,61.5,
AR,Arkansas,04APR2020,4807,2033,7582,6072,44.2,38.8,49.6,345,158,532,3.2,1.9,4.4,1203,127,2278,1238,49.3,37.9,60.7,
AR,Arkansas,05APR2020,4765,1991,7539,6090,43.9,38.6,49.2,382,159,605,3.5,2.1,5.0,1190,140,2241,1256,48.7,38.0,59.4,
AR,Arkansas,06APR2020,4103,1808,6398,5155,44.3,37.5,51.1,318,126,511,3.4,2.4,4.5,749,250,1248,812,48.0,31.3,64.6,
AR,Arkansas,07APR2020,4486,1723,7250,5132,46.6,39.2,54.1,316,106,526,3.3,2.1,4.4,790,231,1348,866,47.7,32.4,63.0,
AR,Arkansas,08APR2020,4324,1965,6684,4946,46.6,40.1,53.2,340,144,536,3.7,2.5,4.9,779,271,1286,731,51.6,35.1,68.2,
AR,Arkansas,09APR2020,4502,1872,7131,4949,47.6,40.5,54.8,336,128,545,3.6,2.5,4.6,780,253,1308,781,50.0,31.9,68.0,
AR,Arkansas,10APR2020,4147,1541,6753,5284,44.0,35.5,52.4,304,129,478,3.2,2.3,4.2,754,225,1282,787,48.9,31.4,66.4,
AR,Arkansas,11APR2020,4182,1645,6719,5434,43.5,36.1,50.9,177,64,290,1.8,1.0,2.7,662,178,1145,902,42.3,24.9,59.8,
AR,Arkansas,12APR2020,4142,1813,6470,5561,42.7,35.4,50.0,174,56,292,1.8,0.8,2.7,687,221,1152,832,45.2,27.8,62.6,
AR,Arkansas,13APR2020,4550,2146,6955,5796,44.0,37.7,50.2,158,76,240,1.5,1.0,2.0,615,240,991,931,39.8,26.8,52.9,
AR,Arkansas,14APR2020,4674,2494,6854,5401,46.4,39.3,53.5,163,78,248,1.6,1.0,2.2,675,314,1035,860,44.0,31.6,56.4,
AR,Arkansas,15APR2020,4783,2767,6799,5410,46.9,40.2,53.6,163,86,239,1.6,1.1,2.1,695,342,1048,890,43.8,32.8,54.9,
AR,Arkansas,16APR2020,4781,2798,6765,5445,46.8,40.4,53.1,159,84,235,1.6,1.1,2.0,657,322,992,936,41.3,30.8,51.7,
AR,Arkansas,17APR2020,5085,2963,7207,5820,46.6,40.3,53.0,184,74,294,1.7,1.0,2.4,824,330,1318,1186,41.0,32.0,50.0,
AR,Arkansas,18APR2020,4976,2882,7070,5925,45.6,39.2,52.1,196,102,290,1.8,1.3,2.3,861,335,1387,1165,42.5,32.3,52.7,
AR,Arkansas,19APR2020,4927,2857,6997,5990,45.1,38.6,51.7,184,101,268,1.7,1.2,2.2,876,343,1409,1077,44.9,34.3,55.4,
AR,Arkansas,20APR2020,4774,2776,6771,5912,44.7,38.5,50.8,159,83,236,1.5,1.0,1.9,904,377,1432,1016,47.1,37.4,56.8,
AR,Arkansas,21APR2020,4911,2913,6909,5643,46.5,41.3,51.8,162,75,248,1.5,0.9,2.1,925,342,1507,1009,47.8,37.4,58.2,
AR,Arkansas,22APR2020,4981,2687,7276,5559,47.3,40.2,54.3,139,63,216,1.3,0.9,1.8,883,276,1490,1004,46.8,35.2,58.4,
AR,Arkansas,23APR2020,4970,2719,7221,5504,47.5,40.5,54.4,267,31,502,2.5,0.5,4.6,871,292,1450,691,55.8,48.2,63.4,
AR,Arkansas,24APR2020,4851,2636,7066,5712,45.9,38.8,53.1,187,91,283,1.8,1.2,2.3,876,268,1485,709,55.3,47.5,63.1,
AR,Arkansas,25APR2020,4726,2620,6833,5738,45.2,38.3,52.0,173,85,261,1.7,1.1,2.2,838,285,1390,723,53.7,45.8,61.5,
AR,Arkansas,26APR2020,4710,2575,6846,5745,45.1,38.2,51.9,139,64,213,1.3,0.9,1.8,842,290,1393,720,53.9,44.4,63.4,
AR,Arkansas,27APR2020,4877,2628,7126,5636,46.4,39.4,53.4,155,67,243,1.5,0.9,2.1,902,325,1479,746,54.7,44.4,65.0,
AR,Arkansas,28APR2020,5174,2892,7457,5441,48.7,41.9,55.6,182,99,265,1.7,1.2,2.2,929,390,1467,655,58.6,48.6,68.7,
AR,Arkansas,29APR2020,5174,2914,7434,5452,48.7,41.8,55.5,163,77,248,1.5,0.9,2.1,922,420,1424,669,58.0,47.0,68.9,
AR,Arkansas,30APR2020,5280,2957,7603,5305,49.9,42.6,57.2,172,97,247,1.6,1.1,2.1,908,380,1435,655,58.1,49.5,66.7,
AR,Arkansas,01MAY2020,5155,2973,7337,5320,49.2,42.0,56.4,156,81,230,1.5,1.0,2.0,887,372,1402,669,57.0,48.1,65.9,
AR,Arkansas,02MAY2020,4995,2886,7104,5665,46.9,39.7,54.0,150,80,221,1.4,1.0,1.9,912,352,1472,706,56.4,48.2,64.5,
AR,Arkansas,03MAY2020,5049,3031,7068,5704,47.0,40.7,53.2,179,97,261,1.7,1.1,2.2,919,376,1462,805,53.3,43.2,63.4,
AR,Arkansas,04MAY2020,5185,3113,7258,5469,48.7,42.1,55.2,192,110,275,1.8,1.3,2.3,916,387,1445,772,54.2,44.1,64.3,
AR,Arkansas,05MAY2020,5453,3290,7617,5338,50.5,44.5,56.6,204,114,294,1.9,1.3,2.5,942,409,1475,751,55.6,44.9,66.4,
AR,Arkansas,06MAY2020,5450,3312,7588,5280,50.8,44.6,56.9,171,94,248,1.6,1.1,2.1,929,402,1457,755,55.2,45.8,64.5,
AR,Arkansas,07MAY2020,5598,3388,7808,5124,52.2,45.5,58.9,350,0,716,3.3,0.0,6.5,939,399,1479,745,55.8,46.3,65.2,
AR,Arkansas,08MAY2020,5547,3373,7722,5223,51.5,45.3,57.7,179,82,276,1.7,1.0,2.3,916,390,1442,782,54.0,44.3,63.6,
AR,Arkansas,09MAY2020,5198,3105,7290,5347,49.3,42.5,56.1,186,80,293,1.8,1.0,2.5,867,354,1380,773,52.9,41.3,64.4,
AR,Arkansas,10MAY2020,5278,3184,7372,5387,49.5,43.0,55.9,186,89,284,1.7,1.1,2.4,863,364,1362,774,52.7,43.2,62.3,
AR,Arkansas,11MAY2020,5229,3130,7327,5513,48.7,42.8,54.5,147,65,229,1.4,0.9,1.9,890,371,1410,751,54.2,45.2,63.3,
AR,Arkansas,12MAY2020,5475,3295,7656,5284,50.9,45.3,56.5,175,86,263,1.6,1.1,2.2,877,377,1378,736,54.4,45.9,62.9,
AR,Arkansas,13MAY2020,5826,3292,8360,5016,53.7,47.7,59.7,187,80,294,1.7,1.1,2.4,900,392,1409,774,53.8,44.7,62.8,
AR,Arkansas,14MAY2020,5726,3244,8208,5098,52.9,46.2,59.6,189,83,295,1.7,1.2,2.3,909,395,1423,854,51.6,42.5,60.6,
AR,Arkansas,15MAY2020,5793,3323,8263,4999,53.7,46.9,60.4,201,91,311,1.9,1.3,2.5,890,372,1408,866,50.7,42.1,59.3,
AR,Arkansas,16MAY2020,5481,3054,7908,5289,50.9,43.9,57.9,213,99,327,2.0,1.3,2.6,879,377,1381,873,50.2,42.2,58.2,
AR,Arkansas,17MAY2020,5382,3015,7749,5390,50.0,43.1,56.8,195,85,306,1.8,1.1,2.5,889,381,1396,861,50.8,41.5,60.1,
AR,Arkansas,18MAY2020,5563,3084,8042,5216,51.6,44.2,59.0,222,99,345,2.1,1.4,2.8,915,394,1437,752,54.9,45.3,64.5,
AR,Arkansas,19MAY2020,5786,3232,8340,5034,53.5,46.5,60.4,255,110,400,2.4,1.5,3.2,926,409,1444,744,55.5,44.6,66.4,
AR,Arkansas,20MAY2020,5952,3347,8558,4868,55.0,47.6,62.4,234,95,373,2.2,1.4,3.0,912,411,1413,611,59.9,45.8,74.0,
AR,Arkansas,21MAY2020,6260,3432,9089,4669,57.3,49.2,65.4,204,85,324,1.9,1.2,2.5,968,388,1549,626,60.8,48.0,73.5,
AR,Arkansas,22MAY2020,6128,3366,8890,4842,55.9,48.1,63.6,217,89,346,2.0,1.3,2.7,967,375,1560,626,60.7,48.0,73.4,
AR,Arkansas,23MAY2020,5787,3174,8401,5322,52.1,44.4,59.8,204,89,320,1.8,1.2,2.5,945,375,1515,652,59.2,46.3,72.1,
AR,Arkansas,24MAY2020,5583,3034,8131,5465,50.5,42.9,58.1,213,74,351,1.9,1.1,2.8,913,339,1488,677,57.4,44.4,70.4,
AR,Arkansas,25MAY2020,5485,2908,8062,5249,51.1,43.6,58.6,213,75,350,2.0,1.1,2.8,875,287,1462,659,57.0,44.1,70.0,
AR,Arkansas,26MAY2020,5604,2942,8266,5080,52.5,44.7,60.2,266,92,440,2.5,1.3,3.6,882,323,1441,635,58.1,46.4,69.9,
AR,Arkansas,27MAY2020,6106,3242,8970,4619,56.9,48.8,65.0,216,65,366,2.0,1.0,3.1,898,352,1444,611,59.5,47.7,71.3,
AR,Arkansas,28MAY2020,5785,2883,8687,4684,55.3,47.4,63.1,265,19,510,2.5,0.6,4.5,1072,172,1972,695,60.7,48.2,73.1,
AR,Arkansas,29MAY2020,6168,3343,8992,4725,56.6,48.3,64.9,259,66,452,2.4,1.0,3.8,972,409,1536,597,62.0,49.0,74.9,
AR,Arkansas,30MAY2020,5504,3173,7835,5013,52.3,44.5,60.1,226,76,376,2.2,1.0,3.3,858,391,1326,573,60.0,48.6,71.4,
AR,Arkansas,31MAY2020,5251,3035,7467,5108,50.7,43.8,57.5,224,76,372,2.2,1.0,3.3,814,335,1293,613,57.1,44.9,69.2,
AR,Arkansas,01JUN2020,5183,2896,7469,4747,52.2,44.8,59.6,239,84,395,2.4,1.2,3.6,681,311,1050,459,59.7,45.4,74.0,
AR,Arkansas,02JUN2020,5111,2599,7624,4454,53.4,44.6,62.3,297,27,567,3.1,1.1,5.1,663,238,1088,328,66.9,58.1,75.8,
AR,Arkansas,03JUN2020,5726,1224,10228,2928,66.2,54.2,78.1,268,0,604,3.1,0.9,5.3,774,0,1594,250,75.6,63.0,88.2,
AR,Arkansas,04JUN2020,5515,2946,8084,4164,57.0,49.5,64.5,342,92,591,3.5,1.8,5.3,666,279,1052,463,59.0,41.2,76.7,
AR,Arkansas,05JUN2020,5971,3245,8696,4352,57.8,49.9,65.7,327,117,537,3.2,1.7,4.6,956,335,1577,477,66.7,49.8,83.7,
AR,Arkansas,06JUN2020,5621,2797,8444,4769,54.1,45.5,62.7,374,64,684,3.6,1.0,6.2,961,255,1667,367,72.3,62.8,81.9,
AR,Arkansas,07JUN2020,5325,3066,7585,4852,52.3,45.5,59.1,346,112,579,3.4,1.5,5.3,827,336,1318,525,61.2,46.9,75.5,
AR,Arkansas,08JUN2020,5298,2841,7755,4509,54.0,46.1,62.0,283,90,476,2.9,1.5,4.3,875,294,1456,333,72.4,62.4,82.4,
AR,Arkansas,09JUN2020,5780,3112,8447,4199,57.9,50.2,65.6,307,95,519,3.1,1.5,4.6,933,328,1539,285,76.6,67.9,85.3,
AR,Arkansas,10JUN2020,6847,1779,11915,3252,67.8,59.8,75.8,249,16,482,2.5,1.0,4.0,1260,0,2626,271,82.3,72.7,91.9,
AR,Arkansas,11JUN2020,5530,2831,8229,4122,57.3,48.0,66.6,358,23,693,3.7,1.1,6.3,732,281,1184,304,70.7,60.6,80.8,
AR,Arkansas,12JUN2020,5526,2818,8234,4273,56.4,47.0,65.8,340,44,636,3.5,1.4,5.6,728,280,1176,302,70.7,60.5,81.0,
AR,Arkansas,13JUN2020,5170,2608,7732,4664,52.6,42.4,62.7,403,117,689,4.1,2.3,5.9,696,261,1130,338,67.3,57.1,77.6,
AR,Arkansas,14JUN2020,5014,2502,7527,4783,51.2,40.6,61.8,387,93,681,3.9,2.0,5.9,702,256,1149,320,68.7,58.7,78.7,
AR,Arkansas,15JUN2020,5089,2595,7583,4661,52.2,42.9,61.5,349,80,619,3.6,1.8,5.4,717,263,1171,320,69.1,59.0,79.3,
AR,Arkansas,16JUN2020,5537,2844,8230,4274,56.4,47.1,65.7,365,91,638,3.7,1.9,5.5,762,293,1230,287,72.6,61.5,83.8,
AZ,Arizona,15APR2020,8581,5690,11471,4884,63.7,57.8,69.7,723,339,1108,5.4,3.1,7.6,930,541,1318,1176,44.1,35.6,52.7,
AZ,Arizona,16APR2020,8782,5777,11788,5097,63.3,57.5,69.1,750,382,1117,5.4,3.4,7.4,937,562,1312,1208,43.7,35.9,51.5,
AZ,Arizona,17APR2020,8679,5707,11650,5068,63.1,57.3,68.9,698,382,1014,5.1,3.4,6.7,908,537,1278,1237,42.3,33.8,50.8,
AZ,Arizona,18APR2020,8499,5584,11414,5298,61.6,55.8,67.4,743,406,1079,5.4,3.7,7.1,916,542,1291,1232,42.7,33.0,52.3,
AZ,Arizona,19APR2020,8263,5447,11079,5350,60.7,54.9,66.5,785,444,1126,5.8,4.1,7.5,865,525,1205,1288,40.2,31.6,48.7,
AZ,Arizona,20APR2020,8132,5371,10894,5459,59.8,54.1,65.6,754,464,1044,5.5,4.2,6.9,834,523,1144,1329,38.5,30.3,46.8,
AZ,Arizona,21APR2020,8136,5384,10888,5047,61.7,56.4,67.1,792,478,1106,6.0,4.5,7.5,791,479,1104,1311,37.6,28.9,46.4,
AZ,Arizona,22APR2020,8133,5383,10884,5141,61.3,56.3,66.3,755,459,1051,5.7,4.4,7.0,820,449,1191,1286,39.0,27.8,50.1,
AZ,Arizona,23APR2020,7889,5208,10570,5361,59.5,54.8,64.3,746,454,1037,5.6,4.4,6.9,786,419,1152,1325,37.2,26.5,48.0,
AZ,Arizona,24APR2020,7447,4933,9962,5780,56.3,51.8,60.8,736,443,1030,5.6,4.4,6.8,742,428,1057,1312,36.1,25.7,46.5,
AZ,Arizona,25APR2020,6668,4399,8938,6523,50.5,46.0,55.1,717,433,1002,5.4,4.2,6.6,724,363,1085,1432,33.6,22.9,44.2,
AZ,Arizona,26APR2020,5798,3712,7884,7360,44.1,37.7,50.5,713,432,994,5.4,4.3,6.6,654,324,985,1524,30.0,19.7,40.3,
AZ,Arizona,27APR2020,8240,5479,11001,4967,62.4,56.5,68.2,800,499,1101,6.1,4.7,7.4,818,470,1166,1327,38.1,30.5,45.7,
AZ,Arizona,28APR2020,8489,5664,11315,5058,62.7,56.4,69.0,811,512,1110,6.0,4.7,7.2,813,507,1119,1298,38.5,30.8,46.2,
AZ,Arizona,29APR2020,8567,5781,11352,5000,63.1,57.7,68.5,887,557,1218,6.5,5.1,8.0,865,516,1213,1318,39.6,31.5,47.8,
AZ,Arizona,30APR2020,8198,5533,10862,5316,60.7,55.8,65.5,858,547,1169,6.3,5.0,7.7,825,485,1165,1350,37.9,29.4,46.5,
AZ,Arizona,01MAY2020,7744,5245,10244,5431,58.8,53.9,63.6,900,572,1228,6.8,5.2,8.4,820,461,1180,1353,37.7,28.1,47.4,
AZ,Arizona,02MAY2020,6955,4674,9236,6231,52.7,47.5,58.0,878,557,1199,6.7,5.3,8.0,755,417,1093,1430,34.6,24.7,44.4,
AZ,Arizona,03MAY2020,7865,5269,10460,5362,59.5,53.8,65.1,984,614,1353,7.4,5.8,9.0,858,494,1221,1325,39.3,30.9,47.7,
AZ,Arizona,04MAY2020,7789,5216,10362,5418,59.0,53.3,64.7,804,492,1117,6.1,4.6,7.6,819,460,1178,1353,37.7,29.3,46.1,
AZ,Arizona,05MAY2020,8025,5447,10603,5424,59.7,54.9,64.4,899,560,1237,6.7,5.2,8.2,809,444,1174,1368,37.2,28.0,46.3,
AZ,Arizona,06MAY2020,7672,5212,10133,5751,57.2,52.3,62.0,933,580,1287,7.0,5.4,8.5,824,448,1199,1360,37.7,27.8,47.7,
AZ,Arizona,07MAY2020,6837,4611,9063,6592,50.9,45.4,56.5,981,608,1354,7.3,5.7,8.9,744,402,1087,1429,34.3,24.2,44.3,
AZ,Arizona,08MAY2020,8610,5871,11349,4972,63.4,58.0,68.8,847,520,1174,6.2,4.9,7.6,832,481,1184,1351,38.1,29.0,47.2,
AZ,Arizona,09MAY2020,7866,5355,10378,5644,58.2,53.4,63.0,827,510,1145,6.1,4.8,7.5,797,438,1156,1385,36.5,26.4,46.6,
AZ,Arizona,10MAY2020,7073,4788,9358,6349,52.7,47.9,57.5,858,536,1180,6.4,5.1,7.7,766,371,1161,1403,35.3,23.3,47.4,
