state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InpatBeds_Occ_AnyPat_LoCI,InpatBeds_Occ_AnyPat_UpCI,InpatBeds_Occ_AnyPat_Est_Avail,InBedsOccAnyPat__Numbeds_Est,InBedsOccAnyPat__Numbeds_LoCI,InBedsOccAnyPat__Numbeds_UpCI,InpatBeds_Occ_COVID_Est,InpatBeds_Occ_COVID_LoCI,InpatBeds_Occ_COVID_UpCI,InBedsOccCOVID__Numbeds_Est,InBedsOccCOVID__Numbeds_LoCI,InBedsOccCOVID__Numbeds_UpCI,ICUBeds_Occ_AnyPat_Est,ICUBeds_Occ_AnyPat_LoCI,ICUBeds_Occ_AnyPat_UpCI,ICUBeds_Occ_AnyPat_Est_Avail,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,Notes
Two-letter state abbreviation,State name,Day for which estimate is made,"Hospital inpatient bed occupancy, estimate","Hospital inpatient bed occupancy, lower 95% CI","Hospital inpatient bed occupancy, upper 95% CI","Hospital inpatient beds available, estimate","Hospital inpatient bed occupancy, percent estimate (percent of inpatient beds)","Hospital inpatient bed occupancy, lower 95% CI (percent of inpatient beds)","Hospital inpatient bed occupancy, upper 95% CI (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19,  estimate","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, lower 95% CI","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, upper 95% CI","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, percent estimate (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, lower 95% CI (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, upper 95% CI (percent of inpatient beds)","ICU bed occupancy, estimate","ICU bed occupancy, lower 95% CI","ICU bed occupancy, upper 95% CI","ICU beds available, estimate","ICU bed occupancy, percent estimate (percent of ICU beds)","ICU bed occupancy, lower 95% CI (percent of ICU beds)","ICU bed occupancy, upper 95% CI (percent of ICU beds)",This file contains National and State representative estimates from the CDC National Healthcare Safety Network (NHSN).
IN,Indiana,07APR2020,8468,5415,11520,10723,44.1,39.5,48.8,1966,1173,2759,10.2,7.6,12.9,1807,877,2738,1476,55.0,47.7,62.4,
IN,Indiana,08APR2020,8938,5749,12126,10181,46.7,42.1,51.4,2169,1299,3040,11.3,8.5,14.2,1904,978,2830,1281,59.8,53.4,66.1,
IN,Indiana,09APR2020,8560,5591,11528,10000,46.1,41.0,51.3,1968,1165,2772,10.6,8.0,13.2,1873,1027,2719,1235,60.3,54.1,66.4,
IN,Indiana,10APR2020,8575,5699,11450,10347,45.3,40.7,49.9,1766,1059,2472,9.3,7.0,11.6,2111,1140,3081,1446,59.3,53.9,64.8,
IN,Indiana,11APR2020,8352,5533,11170,10455,44.4,39.9,48.9,1819,1136,2503,9.7,7.5,11.8,2072,1102,3041,1478,58.4,52.4,64.3,
IN,Indiana,12APR2020,8491,5554,11428,10318,45.1,40.7,49.6,1790,1083,2497,9.5,7.1,11.9,1792,955,2628,1230,59.3,52.1,66.5,
IN,Indiana,13APR2020,8722,5863,11582,9946,46.7,42.7,50.7,1995,1221,2768,10.7,8.2,13.1,1898,1071,2725,1473,56.3,50.1,62.5,
IN,Indiana,14APR2020,8741,5993,11488,10270,46.0,41.9,50.0,1980,1268,2691,10.4,8.5,12.4,1691,1002,2381,1409,54.6,47.6,61.5,
IN,Indiana,15APR2020,8671,5926,11416,10460,45.3,40.3,50.3,1854,1186,2521,9.7,7.8,11.5,1620,957,2283,1518,51.6,44.3,59.0,
IN,Indiana,16APR2020,9116,5581,12651,9867,48.0,41.8,54.2,1928,1123,2733,10.2,8.3,12.0,1668,831,2504,1519,52.3,43.7,61.0,
IN,Indiana,17APR2020,9157,5343,12972,9500,49.1,41.8,56.4,1914,1045,2783,10.3,8.2,12.3,1732,811,2653,1442,54.6,44.6,64.5,
IN,Indiana,18APR2020,8917,5080,12755,9439,48.6,40.6,56.6,1818,988,2649,9.9,7.8,12.0,1576,772,2380,1555,50.3,42.5,58.2,
IN,Indiana,19APR2020,8875,5035,12714,9448,48.4,40.8,56.1,1781,957,2605,9.7,7.6,11.9,1594,768,2421,1496,51.6,42.3,60.9,
IN,Indiana,20APR2020,8149,4812,11487,9924,45.1,38.9,51.3,1655,849,2461,9.2,6.9,11.5,1648,815,2482,1464,53.0,45.0,60.9,
IN,Indiana,21APR2020,8452,5056,11848,9263,47.7,41.3,54.1,1832,990,2674,10.3,8.1,12.6,1691,842,2541,1408,54.6,47.0,62.1,
IN,Indiana,22APR2020,8375,5012,11737,9302,47.4,40.9,53.9,1735,947,2523,9.8,7.5,12.1,1665,822,2509,1434,53.7,45.3,62.2,
IN,Indiana,23APR2020,8440,5030,11849,9346,47.5,40.7,54.2,1699,928,2471,9.6,7.2,11.9,1657,801,2513,1475,52.9,43.8,62.0,
IN,Indiana,24APR2020,8446,5147,11745,9399,47.3,40.8,53.8,1647,882,2413,9.2,7.0,11.5,1699,846,2553,1453,53.9,45.8,62.0,
IN,Indiana,25APR2020,8489,5070,11909,9461,47.3,40.6,54.0,1697,916,2478,9.5,7.3,11.6,1711,807,2615,1489,53.5,44.5,62.4,
IN,Indiana,26APR2020,8027,4769,11285,9857,44.9,38.5,51.3,1624,871,2377,9.1,7.0,11.2,1696,776,2616,1471,53.6,42.9,64.2,
IN,Indiana,27APR2020,8704,5269,12138,9630,47.5,41.9,53.1,1761,967,2555,9.6,7.5,11.7,1675,805,2545,1603,51.1,43.6,58.6,
IN,Indiana,28APR2020,8849,5364,12335,9610,47.9,42.1,53.8,1599,921,2277,8.7,6.4,11.0,1759,858,2661,1555,53.1,45.1,61.1,
IN,Indiana,29APR2020,9300,5710,12889,9037,50.7,45.2,56.3,1712,990,2435,9.3,7.3,11.3,1750,866,2633,1563,52.8,45.9,59.8,
IN,Indiana,30APR2020,8832,6519,11145,9478,48.2,43.8,52.6,1596,1124,2069,8.7,7.2,10.2,1636,1068,2204,1383,54.2,48.3,60.1,
IN,Indiana,01MAY2020,8917,6642,11192,9823,47.6,43.4,51.7,1619,1149,2090,8.6,7.2,10.1,1641,1080,2202,1574,51.0,45.3,56.7,
IN,Indiana,02MAY2020,8681,6437,10924,10060,46.3,42.0,50.6,1553,1100,2006,8.3,6.9,9.7,1628,1070,2185,1528,51.6,45.6,57.6,
IN,Indiana,03MAY2020,8479,6272,10685,10054,45.7,41.5,50.0,1461,1029,1893,7.9,6.5,9.3,1810,1205,2415,1336,57.5,51.2,63.9,
IN,Indiana,04MAY2020,8749,6420,11078,9434,48.1,44.6,51.6,1696,1194,2197,9.3,7.9,10.7,1653,1070,2235,1646,50.1,44.7,55.5,
IN,Indiana,05MAY2020,9370,6859,11881,8854,51.4,48.1,54.7,1737,1216,2257,9.5,8.1,11.0,1800,1197,2402,1493,54.7,48.8,60.6,
IN,Indiana,06MAY2020,9590,6956,12224,8403,53.3,49.8,56.8,1647,1143,2151,9.2,7.8,10.5,1630,1072,2189,1591,50.6,45.2,56.1,
IN,Indiana,07MAY2020,9514,6878,12150,8671,52.3,48.6,56.0,1510,1052,1967,8.3,7.0,9.6,1683,1111,2254,1439,53.9,48.2,59.6,
IN,Indiana,08MAY2020,9369,6757,11981,8765,51.7,48.1,55.3,1444,995,1893,8.0,6.6,9.3,1657,1065,2250,1534,51.9,45.8,58.0,
IN,Indiana,09MAY2020,9217,6648,11785,9217,50.0,46.4,53.6,1426,986,1866,7.7,6.4,9.0,1636,1061,2210,1542,51.5,45.7,57.3,
IN,Indiana,10MAY2020,8436,6124,10748,9888,46.0,41.3,50.8,1382,961,1802,7.5,6.2,8.9,1586,1015,2157,1493,51.5,44.6,58.4,
IN,Indiana,11MAY2020,8714,6389,11040,9357,48.2,44.0,52.4,1470,1036,1903,8.1,6.8,9.5,1498,983,2014,1523,49.6,43.6,55.6,
IN,Indiana,12MAY2020,9184,6725,11643,9078,50.3,46.0,54.6,1478,1054,1901,8.1,6.8,9.3,1651,1085,2216,1527,51.9,45.7,58.1,
IN,Indiana,13MAY2020,9520,6986,12054,8756,52.1,47.8,56.4,1517,1077,1958,8.3,6.9,9.7,1676,1098,2255,1441,53.8,47.9,59.7,
IN,Indiana,14MAY2020,9597,7030,12164,8573,52.8,48.4,57.3,1435,1013,1858,7.9,6.6,9.2,1741,1125,2357,1346,56.4,49.9,62.8,
IN,Indiana,15MAY2020,9493,6986,12000,8736,52.1,47.4,56.8,1377,970,1784,7.6,6.3,8.8,1710,1109,2310,1357,55.7,49.1,62.4,
IN,Indiana,16MAY2020,9114,6697,11530,9115,50.0,45.2,54.8,1317,940,1695,7.2,6.1,8.3,1619,1060,2177,1424,53.2,46.5,59.9,
IN,Indiana,17MAY2020,8757,6434,11081,9363,48.3,43.7,53.0,1385,986,1785,7.6,6.4,8.9,1599,1048,2151,1389,53.5,47.2,59.8,
IN,Indiana,18MAY2020,9040,6643,11438,9113,49.8,45.3,54.3,1353,957,1748,7.4,6.2,8.7,1554,1012,2095,1425,52.2,46.0,58.3,
IN,Indiana,19MAY2020,9704,7138,12269,8391,53.6,48.8,58.5,1379,977,1781,7.6,6.3,8.9,1745,1156,2335,1341,56.5,50.8,62.3,
IN,Indiana,20MAY2020,10561,7659,13462,7445,58.7,53.9,63.4,1331,926,1735,7.4,6.1,8.7,1807,1188,2427,1101,62.1,54.5,69.8,
IN,Indiana,21MAY2020,10234,7466,13001,7785,56.8,52.7,60.9,1339,946,1732,7.4,6.3,8.5,1779,1129,2428,1093,61.9,53.0,70.9,
IN,Indiana,22MAY2020,9734,7136,12332,7844,55.4,50.9,59.8,1248,881,1615,7.1,6.0,8.2,1746,1108,2383,1076,61.9,52.8,70.9,
IN,Indiana,23MAY2020,9800,7158,12442,8396,53.9,49.4,58.3,1211,844,1578,6.7,5.5,7.8,1600,1049,2152,1157,58.0,51.4,64.7,
IN,Indiana,24MAY2020,9283,6778,11788,8918,51.0,46.6,55.4,1184,827,1541,6.5,5.4,7.6,1532,1001,2063,1196,56.2,49.6,62.7,
IN,Indiana,25MAY2020,9331,6760,11902,8839,51.4,46.9,55.8,1164,795,1532,6.4,5.2,7.6,1427,902,1951,1307,52.2,44.3,60.0,
IN,Indiana,26MAY2020,9662,6947,12377,8206,54.1,49.7,58.5,1178,801,1556,6.6,5.4,7.8,1487,921,2053,1294,53.5,46.0,60.9,
IN,Indiana,27MAY2020,10460,7636,13284,7491,58.3,53.9,62.6,1199,833,1564,6.7,5.5,7.9,1679,1066,2292,1170,58.9,50.1,67.8,
IN,Indiana,28MAY2020,10438,7476,13399,7349,58.7,53.9,63.5,1080,741,1419,6.1,5.0,7.1,1850,1098,2603,1067,63.4,53.8,73.1,
IN,Indiana,29MAY2020,10506,7611,13401,7398,58.7,53.7,63.7,1125,780,1471,6.3,5.2,7.4,1834,1140,2527,1057,63.4,55.0,71.8,
IN,Indiana,30MAY2020,10093,7416,12770,8165,55.3,51.1,59.5,1136,795,1477,6.2,5.2,7.3,1690,1082,2298,1177,59.0,51.0,66.9,
IN,Indiana,31MAY2020,9582,6999,12165,8500,53.0,48.7,57.3,1054,727,1381,5.8,4.8,6.9,1612,1024,2200,1448,52.7,42.6,62.8,
IN,Indiana,01JUN2020,9713,7027,12399,8392,53.6,49.3,58.0,1017,692,1341,5.6,4.5,6.7,1623,996,2250,1319,55.2,47.2,63.2,
IN,Indiana,02JUN2020,10207,7392,13023,7934,56.3,51.7,60.8,1011,680,1343,5.6,4.4,6.7,1707,1029,2385,1110,60.6,50.1,71.1,
IN,Indiana,03JUN2020,10752,7615,13889,7626,58.5,53.6,63.4,981,666,1297,5.3,4.3,6.4,1878,1073,2684,964,66.1,54.0,78.2,
IN,Indiana,04JUN2020,10627,7642,13612,7393,59.0,54.4,63.6,980,665,1295,5.4,4.4,6.5,2119,1231,3007,1065,66.5,57.4,75.7,
IN,Indiana,05JUN2020,10534,7593,13474,7481,58.5,53.3,63.6,976,671,1282,5.4,4.5,6.4,1919,1159,2680,944,67.0,57.0,77.1,
IN,Indiana,06JUN2020,9735,7098,12372,8405,53.7,49.3,58.1,960,658,1262,5.3,4.3,6.3,1943,1179,2706,1072,64.4,55.1,73.8,
IN,Indiana,07JUN2020,9869,7148,12591,8515,53.7,49.4,57.9,914,619,1208,5.0,3.9,6.0,1848,1136,2560,1097,62.7,54.0,71.5,
IN,Indiana,08JUN2020,9746,7078,12413,8605,53.1,48.6,57.6,979,659,1300,5.3,4.2,6.5,1901,1164,2637,1206,61.2,52.7,69.7,
IN,Indiana,09JUN2020,10444,7642,13246,7516,58.2,53.8,62.5,1002,686,1318,5.6,4.4,6.7,1920,1220,2621,1148,62.6,55.6,69.6,
IN,Indiana,10JUN2020,10857,7765,13949,7554,59.0,54.5,63.5,954,648,1261,5.2,4.2,6.1,2230,1271,3189,982,69.4,60.1,78.8,
IN,Indiana,11JUN2020,10746,7836,13656,7221,59.8,55.4,64.2,1067,689,1445,5.9,4.5,7.4,2038,1270,2805,1073,65.5,58.4,72.6,
IN,Indiana,12JUN2020,10738,7839,13637,7175,59.9,55.6,64.3,957,633,1281,5.3,4.5,6.2,1796,1136,2456,1022,63.7,56.0,71.5,
IN,Indiana,13JUN2020,10408,7520,13295,7617,57.7,52.1,63.4,895,592,1197,5.0,4.0,5.9,1724,1100,2349,1047,62.2,54.6,69.8,
IN,Indiana,14JUN2020,9907,7113,12701,8238,54.6,49.3,59.9,850,550,1150,4.7,3.6,5.8,1637,1044,2230,1150,58.7,51.7,65.8,
IN,Indiana,15JUN2020,9830,7046,12615,8245,54.4,49.2,59.6,900,591,1209,5.0,4.0,6.0,1733,1087,2379,1070,61.8,53.7,69.9,
IN,Indiana,16JUN2020,10353,7496,13211,7500,58.0,53.0,63.0,806,517,1096,4.5,3.5,5.6,1735,1088,2381,1068,61.9,54.0,69.8,
KS,Kansas,15APR2020,3339,1216,5461,6380,34.4,29.3,39.4,163,51,276,1.7,1.3,2.0,447,17,878,461,49.2,31.3,67.1,
KS,Kansas,16APR2020,3338,1560,5116,6415,34.2,28.9,39.5,191,73,310,2.0,1.4,2.5,465,111,819,620,42.8,28.0,57.7,
KS,Kansas,17APR2020,3370,1550,5190,6173,35.3,30.3,40.4,178,57,298,1.9,1.2,2.5,514,111,917,523,49.6,32.3,66.8,
KS,Kansas,18APR2020,3283,1502,5063,6203,34.6,29.7,39.5,162,69,256,1.7,1.2,2.2,480,86,875,547,46.8,26.6,66.9,
KS,Kansas,19APR2020,3263,1696,4830,6066,35.0,28.1,41.9,180,62,298,1.9,1.0,2.8,547,158,936,553,49.7,35.1,64.3,
KS,Kansas,20APR2020,3321,1767,4875,6043,35.5,30.3,40.6,177,78,276,1.9,1.2,2.6,518,149,888,586,46.9,32.5,61.4,
KS,Kansas,21APR2020,3641,2000,5283,5910,38.1,33.1,43.1,230,113,346,2.4,1.7,3.1,560,154,967,543,50.8,34.7,66.9,
KS,Kansas,22APR2020,3635,1997,5273,6001,37.7,32.8,42.6,201,98,305,2.1,1.4,2.8,558,158,958,533,51.1,35.4,66.8,
KS,Kansas,23APR2020,3521,1885,5157,5890,37.4,32.5,42.3,228,112,343,2.4,1.6,3.2,575,163,988,540,51.6,35.4,67.7,
KS,Kansas,24APR2020,3577,1960,5194,5707,38.5,34.0,43.0,196,98,294,2.1,1.5,2.8,573,169,977,509,53.0,36.3,69.6,
KS,Kansas,25APR2020,3473,2036,4910,5713,37.8,33.0,42.6,216,105,327,2.4,1.5,3.2,534,203,865,553,49.1,37.0,61.3,
KS,Kansas,26APR2020,3372,1988,4757,5821,36.7,31.8,41.6,208,96,321,2.3,1.4,3.1,533,213,853,548,49.3,36.8,61.8,
KS,Kansas,27APR2020,3531,2093,4970,5635,38.5,33.5,43.6,228,109,347,2.5,1.6,3.3,526,216,836,577,47.7,36.5,58.9,
KS,Kansas,28APR2020,3677,2194,5160,5442,40.3,35.5,45.2,254,112,396,2.8,1.7,3.9,567,243,891,542,51.2,38.0,64.3,
KS,Kansas,29APR2020,3657,2165,5149,5442,40.2,35.2,45.2,242,101,382,2.7,1.4,3.9,577,238,916,543,51.5,38.3,64.7,
KS,Kansas,30APR2020,3721,2186,5256,5514,40.3,35.5,45.1,211,94,327,2.3,1.4,3.1,606,255,957,528,53.4,39.5,67.4,
KS,Kansas,01MAY2020,3733,2221,5246,5488,40.5,36.1,44.9,231,89,372,2.5,1.3,3.7,554,236,873,559,49.8,37.8,61.9,
KS,Kansas,02MAY2020,3580,2137,5024,5666,38.7,34.1,43.3,213,97,329,2.3,1.4,3.2,557,241,873,560,49.9,38.0,61.8,
KS,Kansas,03MAY2020,3500,2061,4938,5819,37.6,32.8,42.3,239,107,370,2.6,1.5,3.6,555,234,876,597,48.2,35.5,60.8,
KS,Kansas,04MAY2020,3765,2201,5329,5527,40.5,35.6,45.4,234,94,374,2.5,1.4,3.6,583,237,929,574,50.4,36.8,64.0,
KS,Kansas,05MAY2020,4047,2439,5654,5372,43.0,38.3,47.6,278,135,422,3.0,1.9,4.0,672,298,1047,561,54.4,42.3,66.5,
KS,Kansas,06MAY2020,4148,2498,5797,5237,44.2,39.3,49.1,277,126,427,2.9,1.8,4.1,659,302,1015,564,53.9,41.8,65.9,
KS,Kansas,07MAY2020,4115,2487,5743,5276,43.8,39.3,48.3,254,120,389,2.7,1.8,3.7,676,306,1046,548,55.2,43.4,67.1,
KS,Kansas,08MAY2020,4006,2429,5583,5282,43.1,38.3,47.9,259,137,381,2.8,2.0,3.6,630,288,972,613,50.7,39.4,61.9,
KS,Kansas,09MAY2020,3841,2324,5359,5454,41.3,36.5,46.2,286,138,433,3.1,2.0,4.1,649,299,1000,571,53.2,41.1,65.3,
KS,Kansas,10MAY2020,3724,2220,5227,5520,40.3,34.9,45.6,267,123,412,2.9,1.8,4.0,628,281,976,590,51.6,38.6,64.6,
KS,Kansas,11MAY2020,3915,2268,5563,5366,42.2,35.3,49.1,229,93,366,2.5,1.4,3.6,622,281,963,595,51.1,38.4,63.9,
KS,Kansas,12MAY2020,4113,2436,5791,5202,44.2,38.0,50.3,234,69,398,2.5,1.1,3.9,637,284,990,595,51.7,39.8,63.7,
KS,Kansas,13MAY2020,4326,2618,6033,4990,46.4,40.0,52.8,262,112,412,2.8,1.7,3.9,661,300,1022,545,54.8,43.6,66.0,
KS,Kansas,14MAY2020,4127,2441,5813,4985,45.3,39.9,50.7,238,103,373,2.6,1.6,3.7,605,260,950,545,52.6,39.5,65.7,
KS,Kansas,15MAY2020,4019,2380,5658,5166,43.8,39.0,48.5,251,125,377,2.7,1.8,3.7,604,266,941,550,52.3,40.2,64.4,
KS,Kansas,16MAY2020,3854,2279,5429,5351,41.9,37.2,46.5,261,118,405,2.8,1.7,3.9,569,250,887,575,49.7,37.5,62.0,
KS,Kansas,17MAY2020,3669,2180,5158,5480,40.1,35.5,44.7,238,117,359,2.6,1.7,3.5,562,254,869,592,48.7,36.9,60.4,
KS,Kansas,18MAY2020,3797,2258,5335,5368,41.4,36.6,46.3,224,101,348,2.4,1.5,3.4,570,244,896,614,48.1,35.9,60.4,
KS,Kansas,19MAY2020,4136,2459,5812,5003,45.3,40.1,50.4,239,103,375,2.6,1.5,3.7,613,264,962,529,53.7,40.0,67.3,
KS,Kansas,20MAY2020,4263,2539,5987,4774,47.2,42.0,52.3,254,124,385,2.8,1.8,3.8,662,288,1037,491,57.4,42.6,72.2,
KS,Kansas,21MAY2020,4327,2597,6057,4747,47.7,42.2,53.2,226,104,348,2.5,1.5,3.5,641,280,1002,522,55.1,41.6,68.7,
KS,Kansas,22MAY2020,4280,2554,6006,4936,46.4,41.4,51.5,209,91,327,2.3,1.3,3.2,636,288,985,516,55.2,42.7,67.7,
KS,Kansas,23MAY2020,4044,2390,5699,5151,44.0,38.8,49.2,154,72,236,1.7,1.0,2.4,605,258,953,547,52.5,40.3,64.7,
KS,Kansas,24MAY2020,3762,2191,5334,5444,40.9,35.3,46.4,162,72,253,1.8,1.0,2.5,587,249,925,574,50.6,38.7,62.5,
KS,Kansas,25MAY2020,3809,2190,5429,5602,40.5,35.0,46.0,213,89,338,2.3,1.3,3.2,491,177,805,536,47.8,36.5,59.1,
KS,Kansas,26MAY2020,4154,2409,5899,5261,44.1,38.5,49.7,218,89,347,2.3,1.3,3.4,526,198,854,488,51.9,40.2,63.5,
KS,Kansas,27MAY2020,4427,2565,6289,5089,46.5,40.6,52.5,229,98,361,2.4,1.3,3.5,553,210,896,467,54.2,41.7,66.8,
KS,Kansas,28MAY2020,4518,2217,6819,4879,48.1,41.2,55.0,231,69,394,2.5,1.1,3.8,603,182,1025,465,56.5,41.6,71.3,
KS,Kansas,29MAY2020,4382,2616,6149,5326,45.1,39.4,50.8,227,95,358,2.3,1.3,3.3,606,253,959,513,54.2,42.1,66.3,
KS,Kansas,30MAY2020,4111,2459,5763,5109,44.6,39.6,49.5,201,80,323,2.2,1.2,3.2,545,231,859,522,51.1,39.1,63.1,
KS,Kansas,31MAY2020,4270,2536,6004,5099,45.6,39.9,51.2,169,75,264,1.8,1.0,2.6,519,213,824,534,49.3,37.2,61.3,
KS,Kansas,01JUN2020,4393,2604,6182,4977,46.9,41.3,52.4,162,50,274,1.7,0.7,2.8,508,195,822,497,50.5,36.0,65.1,
KS,Kansas,02JUN2020,4632,2688,6577,5043,47.9,43.3,52.5,244,102,385,2.5,1.3,3.7,528,192,865,481,52.4,38.1,66.6,
KS,Kansas,03JUN2020,5084,2844,7323,4652,52.2,47.1,57.4,201,78,325,2.1,1.0,3.2,592,221,963,507,53.8,39.6,68.1,
KS,Kansas,04JUN2020,4847,2415,7280,5032,49.1,43.1,55.1,210,66,354,2.1,1.0,3.3,482,130,835,498,49.2,34.1,64.3,
KS,Kansas,05JUN2020,4788,2444,7132,5033,48.8,42.5,55.0,253,76,430,2.6,1.1,4.0,628,198,1059,774,44.8,37.4,52.2,
KS,Kansas,06JUN2020,4300,2549,6051,5033,46.1,40.2,52.0,213,62,363,2.3,0.9,3.6,591,223,958,703,45.7,34.8,56.5,
KS,Kansas,07JUN2020,4172,2490,5854,5095,45.0,39.3,50.7,199,74,325,2.2,1.1,3.2,566,193,939,722,44.0,29.4,58.5,
KS,Kansas,08JUN2020,4101,2458,5743,4930,45.4,40.7,50.1,223,89,357,2.5,1.3,3.6,576,214,938,671,46.2,34.6,57.8,
KS,Kansas,09JUN2020,4545,2589,6502,4465,50.4,44.9,56.0,182,70,294,2.0,1.0,3.0,613,205,1020,623,49.6,37.2,61.9,
KS,Kansas,10JUN2020,4893,2793,6993,4474,52.2,46.7,57.7,189,75,304,2.0,1.0,3.0,618,191,1045,584,51.4,40.9,61.8,
KS,Kansas,11JUN2020,4606,2633,6578,4553,50.3,44.4,56.2,154,29,280,1.7,0.5,2.8,635,217,1054,605,51.2,40.8,61.6,
KS,Kansas,12JUN2020,4705,2731,6680,4625,50.4,44.4,56.5,177,44,309,1.9,0.8,3.0,711,276,1146,597,54.4,44.2,64.5,
KS,Kansas,13JUN2020,4480,2587,6373,4810,48.2,41.8,54.6,152,36,268,1.6,0.7,2.6,714,288,1140,591,54.7,44.6,64.8,
KS,Kansas,14JUN2020,4263,2412,6114,4995,46.0,39.8,52.3,169,52,287,1.8,0.9,2.8,698,270,1127,604,53.6,44.1,63.1,
KS,Kansas,15JUN2020,4479,2541,6418,4774,48.4,41.9,54.9,153,56,251,1.7,0.9,2.4,684,267,1102,620,52.5,43.3,61.7,
KS,Kansas,16JUN2020,4794,2765,6823,4463,51.8,45.3,58.3,149,56,242,1.6,0.8,2.4,694,271,1116,599,53.7,43.9,63.4,
KY,Kentucky,01APR2020,5775,2486,9063,6731,46.2,40.5,51.8,492,22,962,3.9,0.9,7.0,574,206,943,1062,35.1,18.0,52.1,
KY,Kentucky,02APR2020,7438,3388,11488,8234,47.5,42.5,52.4,576,250,901,3.7,2.0,5.3,1214,396,2032,974,55.5,41.4,69.6,
KY,Kentucky,03APR2020,6722,3563,9881,7846,46.1,40.4,51.8,595,239,951,4.1,2.3,5.9,1066,381,1752,912,53.9,39.5,68.3,
KY,Kentucky,04APR2020,5694,3201,8186,9569,37.3,30.0,44.6,603,265,941,4.0,2.4,5.5,1089,394,1783,1044,51.0,36.2,65.8,
KY,Kentucky,05APR2020,6639,3513,9766,9082,42.2,36.3,48.1,656,270,1041,4.2,2.5,5.8,1122,375,1868,884,55.8,43.0,68.6,
KY,Kentucky,06APR2020,6336,3441,9232,9372,40.3,34.8,45.9,747,303,1191,4.8,2.8,6.7,1097,399,1795,932,54.1,43.1,65.1,
KY,Kentucky,07APR2020,6869,3796,9943,8681,44.2,37.2,51.2,691,298,1085,4.4,2.8,6.1,1213,444,1982,822,59.6,45.8,73.4,
KY,Kentucky,08APR2020,7071,3953,10189,8481,45.5,39.2,51.7,725,291,1160,4.7,2.8,6.6,1180,431,1930,820,59.0,45.3,72.7,
KY,Kentucky,09APR2020,7028,3866,10191,7582,48.1,42.1,54.2,744,304,1185,5.1,3.0,7.2,1188,425,1951,1002,54.2,38.7,69.8,
KY,Kentucky,10APR2020,6871,3782,9960,7779,46.9,40.9,52.9,772,332,1212,5.3,3.3,7.3,1210,453,1968,985,55.1,40.1,70.1,
KY,Kentucky,11APR2020,6427,3568,9286,8081,44.3,38.4,50.2,701,273,1129,4.8,2.8,6.9,1128,426,1830,1082,51.0,36.4,65.6,
KY,Kentucky,12APR2020,6170,3473,8867,8173,43.0,37.6,48.4,711,268,1154,5.0,2.7,7.2,1056,393,1719,1162,47.6,33.7,61.5,
KY,Kentucky,13APR2020,6360,3702,9018,8191,43.7,38.3,49.1,837,349,1325,5.8,3.4,8.1,1022,370,1674,1150,47.1,32.1,62.0,
KY,Kentucky,14APR2020,6513,3980,9046,7802,45.5,39.9,51.0,748,336,1161,5.2,3.3,7.2,1119,485,1752,1031,52.0,36.8,67.3,
KY,Kentucky,15APR2020,6633,4051,9216,7728,46.2,40.2,52.2,698,319,1076,4.9,3.1,6.6,1079,467,1692,1101,49.5,35.5,63.5,
KY,Kentucky,16APR2020,6522,3975,9068,7633,46.1,40.2,51.9,618,289,947,4.4,2.8,5.9,1041,447,1635,1082,49.0,35.9,62.2,
KY,Kentucky,17APR2020,6568,4009,9127,7637,46.2,40.4,52.1,618,294,941,4.3,2.8,5.9,1030,438,1622,1072,49.0,36.1,61.9,
KY,Kentucky,18APR2020,6333,3845,8821,7875,44.6,38.8,50.4,595,268,922,4.2,2.6,5.8,1031,432,1630,1068,49.1,36.3,61.9,
KY,Kentucky,19APR2020,6308,3827,8789,7831,44.6,38.6,50.7,588,273,902,4.2,2.7,5.7,1043,426,1660,1044,50.0,36.6,63.3,
KY,Kentucky,20APR2020,6583,4029,9137,7424,47.0,41.6,52.4,620,291,948,4.4,2.8,6.1,1187,525,1849,1022,53.7,42.4,65.1,
KY,Kentucky,21APR2020,6886,4200,9572,7050,49.4,44.1,54.7,601,309,893,4.3,2.9,5.7,1236,544,1928,996,55.4,44.7,66.1,
KY,Kentucky,22APR2020,7161,4394,9928,6811,51.3,46.2,56.3,627,293,962,4.5,2.7,6.2,1265,568,1961,984,56.2,45.2,67.2,
KY,Kentucky,23APR2020,7256,4493,10019,6660,52.1,47.2,57.1,599,287,910,4.3,2.7,5.9,1240,563,1918,993,55.5,44.4,66.7,
KY,Kentucky,24APR2020,7026,4557,9495,7313,49.0,44.4,53.6,586,312,861,4.1,2.7,5.5,1218,618,1817,950,56.2,48.0,64.3,
KY,Kentucky,25APR2020,6858,4441,9275,7475,47.8,43.1,52.6,629,318,939,4.4,2.7,6.1,1209,611,1806,1008,54.5,45.0,64.0,
